pmid,title,pub_year,pubtype,journal
35261851,Lemierre's syndrome complicated by cerebral venous sinus thrombosis: A life threatening and rare disease successfully treated with empiric antimicrobial therapy and conservative approach.,2022,Journal Article,Intractable & rare diseases research
35261850,Fabry disease - a genetically conditioned extremely rare disease with a very unusual course.,2022,Journal Article,Intractable & rare diseases research
35261848,The definition of rare disease in China and its prospects.,2022,Journal Article,Intractable & rare diseases research
35260823,Good genotype-phenotype relationships in rare disease are hard to find.,2022,Editorial,European journal of human genetics : EJHG
35257372,Generalized pustular psoriasis: the case for rare disease and orphan designation.,2022,Letter,The British journal of dermatology
35256804,"A call for an integrated approach to improve efficiency, equity and sustainability in rare disease research in the United States.",2022,"Journal Article; Research Support, N.I.H., Extramural",Nature genetics
35243424,Why rare disease needs precision medicine-and precision medicine needs rare disease.,2022,News,Cell reports. Medicine
35240852,Primary intestinal lymphangiectasia: a rare disease as a cause of protein-losing enteropathy.,2022,Journal Article,Revista espanola de enfermedades digestivas
35228916,Takayasu Arteritis Presenting as Intestinal Angina: Unusual Presentation of a Rare Disease.,2022,Case Reports; Journal Article,Cureus
38051988,COVID-19 and the rare disease organization response during pandemic: the 'Italian model'.,2022,Editorial,Future rare diseases
35225046,"Coronary artery-left ventricular multiple microfistulas, a rare disease that is easily missed: case report and literature review.",2022,Case Reports; Journal Article; Review,The Journal of international medical research
35220963,Empowering rare disease patients through patient education: the new BehçeTalk programme.,2022,Letter,BMC rheumatology
35220655,Acquired thrombotic thrombocytopenic purpura: A rare disease associated with BNT162b2 vaccine: Reply to comment from Doyle et al.,2022,Letter; Comment,Journal of thrombosis and haemostasis : JTH
35220653,Acquired thrombotic thrombocytopenic purpura: A rare disease associated with BNT162b2 vaccine: Comment from Doyle et al.,2022,Letter; Comment,Journal of thrombosis and haemostasis : JTH
35218550,Primary hyperoxaluria in Italy: the past 30 years and the near future of a (not so) rare disease.,2022,Journal Article,Journal of nephrology
35217566,Patient perspective: my rare disease journey.,2022,Journal Article,Cold Spring Harbor molecular case studies
35217565,Toward transcriptomics as a primary tool for rare disease investigation.,2022,"Journal Article; Research Support, N.I.H., Extramural",Cold Spring Harbor molecular case studies
35210223,Abdominal Kikuchi-Fujimoto lymphadenopathy: an uncommon presentation of a rare disease.,2022,Case Reports; Journal Article,BMJ case reports
35200580,Primary Diffuse Large B-Cell Lymphoma of the Urinary Bladder: Update on a Rare Disease and Potential Diagnostic Pitfalls.,2022,"Journal Article; Research Support, Non-U.S. Gov't; Review","Current oncology (Toronto, Ont.)"
35192731,PatientMatcher: A customizable Python-based open-source tool for matching undiagnosed rare disease patients via the Matchmaker Exchange network.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Human mutation
39086980,Computational Approaches Integrated in a Digital Ecosystem Platform for a Rare Disease.,2022,Journal Article; Review,Frontiers in molecular medicine
35181971,Genomics4RD: An integrated platform to share Canadian deep-phenotype and multiomic data for international rare disease gene discovery.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Human mutation
35172857,Is it possible to implement a rare disease case-finding tool in primary care? A UK-based pilot study.,2022,"Journal Article; Research Support, Non-U.S. Gov't; Review",Orphanet journal of rare diseases
35165961,PhenomeCentral: 7 years of rare disease matchmaking.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Human mutation
35154832,Challenges in the Dental Management of Rett Syndrome under General Anesthesia: A Rare Disease.,2022,Case Reports; Journal Article,Case reports in dentistry
35145301,GestaltMatcher facilitates rare disease matching using facial phenotype descriptors.,2022,Journal Article,Nature genetics
35144652,Integrating rare disease management in public health programs in India: exploring the potential of National Health Mission.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
35143074,DECIPHER: Supporting the interpretation and sharing of rare disease phenotype-linked variant data to advance diagnosis and research.,2022,"Journal Article; Review; Research Support, Non-U.S. Gov't",Human mutation
35132266,Time to make rare disease diagnosis accessible to all.,2022,"Journal Article; Research Support, N.I.H., Extramural; Comment",Nature medicine
35124888,Fatigue and activity management education for individuals with systemic sclerosis: Adaptation and feasibility study of an intervention for a rare disease.,2022,Journal Article,Musculoskeletal care
35122367,"Living with a genetic, undiagnosed or rare disease: A longitudinal journalling study through the COVID-19 pandemic.",2022,"Journal Article; Research Support, Non-U.S. Gov't",Health expectations : an international journal of public participation in health care and health policy
35105695,Soft tissue sarcoma: Recognizing a rare disease.,2022,Journal Article; Review,Cleveland Clinic journal of medicine
35091507,Reanalysis of a novel variant in the,2022,"Case Reports; Journal Article; Research Support, Non-U.S. Gov't",Cold Spring Harbor molecular case studies
35061312,"British Society for Matrix Biology Autumn 2021 Autumn Meeting: ""Extracellular Matrix and Rare Disease"".",2022,Journal Article,International journal of experimental pathology
35046503,A systematic review of geographical inequities for accessing clinical genomic and genetic services for non-cancer related rare disease.,2022,"Journal Article; Review; Systematic Review; Research Support, Non-U.S. Gov't",European journal of human genetics : EJHG
35019035,Scimitar syndrome: a rare disease.,2022,Journal Article,"Einstein (Sao Paulo, Brazil)"
34988950,Study of the Demographic and Clinical Profile in a Neurocutaneous Rare Disease: A Cross-Sectional Study.,2022,Journal Article,Acta neurologica Taiwanica
34973897,From trash to treasure! The importance of preserving rare disease medical waste for basic research.,2022,Journal Article,Molecular genetics and metabolism
34973626,Median arcuate ligament syndrome: A case report of a rare disease.,2022,Journal Article,International journal of surgery case reports
34958145,Pemphigus vulgaris: A rare disease in childhood.,2022,Case Reports; Journal Article,Journal of paediatrics and child health
34955382,The rare disease neurofibromatosis 1 as a source of hereditary economic inequality: Evidence from Finland.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Genetics in medicine : official journal of the American College of Medical Genetics
34936083,Primary neuroendocrine tumor of the heart. Successful management of an extremely rare disease.,2022,Journal Article,Kardiologia polska
34910979,Design and analysis features used in small population and rare disease trials: A targeted review.,2022,"Journal Article; Review; Research Support, Non-U.S. Gov't",Journal of clinical epidemiology
34906497,The complexity of diagnosing rare disease: An organizing framework for outcomes research and health economics based on real-world evidence.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Genetics in medicine : official journal of the American College of Medical Genetics
34906465,Outcome of over 1500 matches through the Matchmaker Exchange for rare disease gene discovery: The 2-year experience of Care4Rare Canada.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Genetics in medicine : official journal of the American College of Medical Genetics
34836740,A very rare localization of a rare disease: palmar lichen nitidus.,2022,Case Reports; Journal Article,Anais brasileiros de dermatologia
34836651,In search of a cure: PACS1 Research Foundation as a model of rare disease therapy development.,2022,Journal Article,Trends in genetics : TIG
34809862,"Artificial Intelligence in Medical Imaging and its Impact on the Rare Disease Community: Threats, Challenges and Opportunities.",2022,Journal Article; Review,PET clinics
34786346,Small-cell neuroendocrine tumor of the bladder: A rare disease in a low-risk woman.,2022,Case Reports; Journal Article,Urology case reports
34763340,Creutzfeldt-Jakob Disease in South West Sydney 2014-2020: An Unusually High Incidence of a Rare Disease.,2022,Journal Article,Neuroepidemiology
34741516,The ongoing French BaMaRa-BNDMR cohort: implementation and deployment of a nationwide information system on rare disease.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Journal of the American Medical Informatics Association : JAMIA
34737116,The European Rare Disease Network for HHT Frameworks for management of hereditary haemorrhagic telangiectasia in general and speciality care.,2022,Journal Article,European journal of medical genetics
34716060,Parents' experiences of children with a rare disease attending a mainstream school: Australia.,2022,Journal Article; Review,Journal of pediatric nursing
34714428,Consideration of quality of life in the health technology assessments of rare disease treatments.,2022,Journal Article,The European journal of health economics : HEPAC : health economics in prevention and care
34702579,Rethinking rare disease: longevity-enhancing drug targets through X-linked aneuploidy.,2022,Journal Article,Trends in genetics : TIG
34689254,Novel mutation in a patient with Charlevoix-Saguenay ataxia-a very rare disease with classical symptoms.,2022,Case Reports; Letter,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology
34643356,Wolfram-like syndrome - another face of a rare disease in children.,2022,Case Reports; Journal Article,Journal of pediatric endocrinology & metabolism : JPEM
34634431,End Points for Clinical Trials in Hyperoxaluria: Case Study of Patient-Focused Drug Development in a Rare Disease.,2022,"Editorial; Research Support, N.I.H., Extramural",American journal of kidney diseases : the official journal of the National Kidney Foundation
34591036,Demystifying Esophageal Lichen Planus: A Comprehensive Review of a Rare Disease You Will See in Practice.,2022,Journal Article; Review,The American journal of gastroenterology
34498682,Genome sequencing data analysis for rare disease gene discovery.,2022,"Journal Article; Research Support, Non-U.S. Gov't; Review",Briefings in bioinformatics
34496049,Expanding Approved Patient Populations for Rare Disease Treatment Using In Vitro Data.,2022,Journal Article; Review,Clinical pharmacology and therapeutics
34412940,The clinical spectrum of SARS-CoV-2 infection in Gaucher disease: Effect of both a pandemic and a rare disease that disrupts the immune system.,2022,"Journal Article; Observational Study; Research Support, Non-U.S. Gov't",Molecular genetics and metabolism
34137096,Emotional experience of the diagnostic process of a rare disease and the perception of support systems: A scoping review.,2022,Journal Article; Scoping Review,Journal of clinical nursing
33982102,Diagnostic issues faced by a rare disease healthcare network during Covid-19 outbreak: data from the Campania Rare Disease Registry.,2022,Journal Article,"Journal of public health (Oxford, England)"
33955634,Carer reported experiences: Supporting someone with a rare disease.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Health & social care in the community
33726656,Current Advances in Clinical Trials for Rare Disease Populations: Spotlight on the Patient.,2022,Journal Article,Current reviews in clinical and experimental pharmacology
33422370,Pott's puffy tumor in a 23-month-old: Youngest known case of a rare disease.,2022,Case Reports; Journal Article; Review,"Auris, nasus, larynx"
33172868,A common complaint… a rare disease!,2022,Journal Article,Archives of disease in childhood. Education and practice edition
39220754,"Understanding neurodevelopmental proteasomopathies as new rare disease entities: A review of current concepts, molecular biomarkers, and perspectives.",2024,Journal Article; Review,Genes & diseases
38903763,The economic impact of living with a rare disease for children and their families: a scoping review protocol.,2023,Journal Article,HRB open research
38830754,A Comprehensive Review: Personalized Medicine for Rare Disease Cancer Treatment.,2023,Journal Article; Review,Zhongguo ying yong sheng li xue za zhi = Zhongguo yingyong shenglixue zazhi = Chinese journal of applied physiology
38736059,Phakomatosis Pigmentovascularis: A Rare Disease.,2023,Case Reports; Journal Article,The Journal of the Association of Physicians of India
38525623,The advantages of rare disease biobanking: A localised source of genetic knowledge to benefit the South African rare disease community and related stakeholders worldwide.,2023,Journal Article,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde
38511047,Primary Angiosarcoma of Breast: a Case Series of Rare Disease.,2024,Case Reports; Journal Article,Indian journal of surgical oncology
38440436,Rosai-Dorfmann Disease: A Rare Disease Presenting as a Unilateral Neck Swelling.,2024,Journal Article,Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India
38371307,Artificial intelligence and database for NGS-based diagnosis in rare disease.,2023,Journal Article; Review,Frontiers in genetics
38328047,Unique Capabilities of Genome Sequencing for Rare Disease Diagnosis.,2023,Preprint; Journal Article,medRxiv : the preprint server for health sciences
38282988,Primary Cutaneous Histoplasmosis in an Immunocompetent Individual: A Rare Disease from a Dermoscopic Perspective.,2024,Journal Article,Indian dermatology online journal
38260713,Machine learning hypothesis-generation for patient stratification and target discovery in rare disease: our experience with Open Science in ALS.,2023,Journal Article,Frontiers in computational neuroscience
38259611,Lessons learned from rapid exome sequencing for 575 critically ill patients across the broad spectrum of rare disease.,2023,Journal Article,Frontiers in genetics
38249195,"McArdle's, a Rare Disease That Every Family Doctor Can Manage: A Case Report.",2023,Case Reports; Journal Article,Cureus
38236527,Research on Rare Diseases in Germany - Using small fish and super-resolution microscopy to track down a rare disease.,2023,Journal Article,Journal of health monitoring
38235024,Diffuse Cerebral Edema With Uncal Herniation Leading to Brain Death in Patient With Fulminant Susac syndrome: Rare Complication of Rare Disease.,2024,Case Reports; Journal Article,The Neurohospitalist
38196638,A deep learning transformer model predicts high rates of undiagnosed rare disease in large electronic health systems.,2023,Preprint; Journal Article,medRxiv : the preprint server for health sciences
38196618,"Rare disease gene association discovery from burden analysis of the 100,000 Genomes Project data.",2023,Preprint; Journal Article,medRxiv : the preprint server for health sciences
38188382,From Horses to Zebras: The Journey of Rare Disease Education.,2023,Journal Article,Medical science educator
38164890,The cost of proband and trio exome and genome analysis in rare disease: A micro-costing study.,2024,Journal Article,Genetics in medicine : official journal of the American College of Medical Genetics
38161833,Checkpoint Kinase 2 (CHEK2) Gene Mutation in a Patient With Breast and Prostate Cancer: A Unique Presentation of a Rare Disease.,2023,Case Reports; Journal Article,Cureus
38150565,A rare disease in adult women: Gaucher disease.,2023,Case Reports; Journal Article,The Journal of international medical research
38141812,Determining the Natural History of a Rare Disease: A Narrow Window of Opportunity.,2024,Editorial,The Canadian journal of cardiology
38139324,,2023,Journal Article,International journal of molecular sciences
38130778,Venous adventitial cystic disease is a very rare disease that can cause deep vein thrombosis: A case report.,2023,Case Reports; Journal Article,World journal of clinical cases
38123708,Eliciting Exploratory Patient Preference Data: A Case Study in a Rare Disease.,2024,Journal Article,Pharmaceutical medicine
38116164,Insulinoma Presenting as Seizures: Challenges of Managing a Rare Disease in a Resource-challenged Setting.,2024,Case Reports; Journal Article,JCEM case reports
38115074,"Statistical recommendations for count, binary, and ordinal data in rare disease cross-over trials.",2023,Journal Article,Orphanet journal of rare diseases
38112147,[Glycosylphosphatidylinositol biosynthesis deficiency 15 caused by,2023,Case Reports; English Abstract; Journal Article,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
38105122,Whipple's disease: A rare disease that can be spotted by many doctors.,2024,Journal Article; Review,European journal of internal medicine
38101119,TLDA: A transfer learning based dual-augmentation strategy for traditional Chinese Medicine syndrome differentiation in rare disease.,2024,"Journal Article; Research Support, Non-U.S. Gov't",Computers in biology and medicine
38090658,Four cases of cutaneous Rosai-Dorfman in Black patients: A review of a single institution's experience with this rare disease.,2023,Case Reports; Journal Article,JAAD case reports
38084160,Dercum's Disease: A Rare Disease of Painful Fatty Lumps.,2023,Case Reports; Journal Article,Cureus
38073923,Neurosarcoidosis: A Unique Presentation of a Rare Disease.,2023,Case Reports; Journal Article,Cureus
38058712,2023: The year in cardiovascular disease - the year of new and prospective lipid lowering therapies. Can we render dyslipidemia a rare disease by 2024?,2023,Journal Article,Archives of medical science : AMS
38025266,Whole exome sequencing of patients with varicella-zoster virus and herpes simplex virus induced acute retinal necrosis reveals rare disease-associated genetic variants.,2023,Journal Article,Frontiers in molecular neuroscience
38021777,Diffuse Idiopathic Skeletal Hyperostosis (DISH)-Phagia: A Case Report and Review of Literature of a Rare Disease Manifestation.,2023,Case Reports; Journal Article,Cureus
38021628,Parry Romberg Syndrome: When the Diagnosis of a Rare Disease Is Made in the Primary Care Setting.,2023,Case Reports; Journal Article,Cureus
37996931,Prioritization of research engaged with rare disease stakeholders: a systematic review and thematic analysis.,2023,Systematic Review; Journal Article,Orphanet journal of rare diseases
37995128,An Ethics Action Plan for Rare Disease Care: Participatory Action Research Approach.,2023,Journal Article,Journal of participatory medicine
37994838,Metabolic crisis in maple syrup urine disease: an unusual complication of a rare disease: a case report.,2024,Case Reports; Journal Article,Anaesthesia and intensive care
37984274,[Aquagenic keratoderma: A rare disease in the COVID age?].,2024,Journal Article,Semergen
37984065,Creating a Roadmap to Quantitative Systems Pharmacology-Informed Rare Disease Drug Development: A Workshop Report.,2024,"Journal Article; Review; Research Support, N.I.H., Extramural",Clinical pharmacology and therapeutics
37973028,The Hepatic Porphyrias: Revealing the Complexities of a Rare Disease.,2023,Review; Journal Article,Seminars in liver disease
37955292,[The Ehlers Danlos syndrome : a rare disease although commonly suspected].,2023,English Abstract; Journal Article,Revue medicale de Liege
37951644,Attaining Diagnostic Excellence: How the Structure and Function of a Rare Disease Service Contribute to Ending the Diagnostic Odyssey.,2024,Journal Article; Review,The Medical clinics of North America
37942049,Double orifice mitral valve: rare disease with a wide range of presentation.,2023,Editorial; Comment,AME case reports
37936753,Moya Moya Disease: A rare disease with a common presenting symptom in a chronic kidney disease patient.,2023,Case Reports; Journal Article,Pakistan journal of medical sciences
37926714,Phenotypic similarity-based approach for variant prioritization for unsolved rare disease: a preliminary methodological report.,2024,Journal Article,European journal of human genetics : EJHG
37924259,Evaluation of the diagnostic accuracy of exome sequencing and its impact on diagnostic thinking for patients with rare disease in a publicly funded health care system: A prospective cohort study.,2024,"Journal Article; Research Support, Non-U.S. Gov't",Genetics in medicine : official journal of the American College of Medical Genetics
37907945,Informing a national rare disease registry strategy in Australia: a mixed methods study.,2023,Journal Article,BMC health services research
37893488,"Gastritis Cystica Profunda: A Rare Disease, a Challenging Diagnosis, and an Uncertain Malignant Potential: A Case Report and Review of the Literature.",2023,Review; Case Reports; Journal Article,"Medicina (Kaunas, Lithuania)"
37886282,Zebras Among Us: Advocating for the 30 Million Americans Living with Rare Disease.,2023,Editorial,Medical science educator
37885508,"Progression of a Rare Disease, Takayasu Arteritis, With Hematologic and Gastrointestinal Manifestations: A Four-Year Follow-Up Study.",2023,Case Reports; Journal Article,Cureus
37879105,Becoming a Rare Disease Parent: An Interpretative Phenomenological Analysis of Parent-Caregivers' Postpartum Experiences.,2024,Journal Article,Qualitative health research
37842490,Perforated Small Bowel Adenocarcinoma: An Interesting Presentation of a Rare Disease.,2023,Case Reports; Journal Article,Cureus
37823804,Cure Rare Disease: An Initiative to Enable N of 1 Gene Editing.,2023,Journal Article,Human gene therapy
37822711,Primary hepatic metastatic epitheloid trophoblastic tumor of the uterus treated with multimodal therapy including pembrolizumab and thermoablation. Case report of an extremely rare disease and review of the literature.,2023,Case Reports; Journal Article,Gynecologic oncology reports
37819507,Raine's syndrome: rare disease from neurosurgical perspective.,2024,Case Reports; Journal Article; Review,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery
37818822,[Umbilical pilonidal sinus - a rare disease?].,2023,English Abstract; Journal Article,Lakartidningen
37794906,"Editorial: Equality, diversity and inclusive research for diverse rare disease communities.",2023,Editorial,Frontiers in psychology
37793230,"A case report on POEMS syndrome with high parathyroid hormone and repeated surgery, a rare presentation of a rare disease.",2023,Case Reports; Journal Article,International journal of surgery case reports
37780450,"Challenges in mapping European rare disease databases, relevant for ML-based screening technologies in terms of organizational, FAIR and legal principles: scoping review.",2023,"Research Support, Non-U.S. Gov't; Journal Article; Scoping Review",Frontiers in public health
37779808,"Anesthetic Management for a Patient with Rosai-Dorfman Disease, Cowden Syndrome, and Lhermitte-Duclos Disease: An Extremely Rare Disease Combination.",2023,Case Reports; Journal Article,Cureus
37778011,"[An overview of treatment options for a rare disease, aneurysm of the popliteal vein, in connection with a case].",2023,Case Reports; English Abstract; Journal Article,Orvosi hetilap
37757644,Dynamic feature splicing for few-shot rare disease diagnosis.,2023,Journal Article,Medical image analysis
37750147,Diffuse Xanthogranulomatous pyelonephritis: A Rare Disease With A Common Presentation.,2023,Case Reports; Journal Article,Cureus
37749756,Systematic review on groove pancreatitis: management of a rare disease.,2023,Systematic Review; Journal Article,BJS open
37749605,"Integrative rare disease biomedical profile based network supporting drug repurposing or repositioning, a case study of glioblastoma.",2023,"Journal Article; Research Support, N.I.H., Intramural",Orphanet journal of rare diseases
37745552,"Systematic identification of disease-causing promoter and untranslated region variants in 8,040 undiagnosed individuals with rare disease.",2023,Preprint; Journal Article,medRxiv : the preprint server for health sciences
37743014,Co-Creation of a Novel Childhood Onset Rare Disease Self-Care Support Tool.,2024,"Journal Article; Research Support, Non-U.S. Gov't",Academic pediatrics
37740206,Innovative thinking of clinical investigation for rare disease drug development.,2023,Journal Article; Review,Orphanet journal of rare diseases
37737892,Neurological manifestation of HEV infection: still a rare disease entity?,2024,Journal Article,Journal of neurology
37737037,Supporting the translation of multiscale research in rare disease.,2023,Journal Article,Disease models & mechanisms
37727410,Persistent suffering: Living experiences of patients with rare disease: An interpretative phenomenological study.,2023,Journal Article,Journal of education and health promotion
37724717,Flexibility in assessment of rare disease technologies via NICE's single technology appraisal route: a thematic analysis.,2023,"Journal Article; Research Support, Non-U.S. Gov't",Journal of comparative effectiveness research
37706079,"Atypical Presentation of Tubulointerstitial Nephritis and Uveitis Syndrome, a Rare Disease.",2023,Case Reports; Journal Article,Journal of vitreoretinal diseases
37697298,Data saves lives: optimising routinely collected clinical data for rare disease research.,2023,"Letter; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37694555,Crafting representations of rare disease: collage as qualitative inquiry.,2024,Journal Article,Arts & health
37691159,"Multimodal Management With Immunotherapy, Radiation, and Surgery of Histiocytic Sarcoma Following Acute Lymphoblastic Leukemia: An Unusual Presentation of a Rare Disease.",2023,Case Reports; Journal Article,Journal of pediatric hematology/oncology
37689674,Development of a rare disease algorithm to identify persons at risk of Gaucher disease using electronic health records in the United States.,2023,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37685481,Activities of Clinical Expertise and Research in a Rare Disease Referral Centre: A Place for Telemedicine beyond the COVID-19 Pandemic?,2023,Journal Article,"Healthcare (Basel, Switzerland)"
37654551,Vesicular Darier's disease: a case report and review of the English literature of a rare disease variant.,2023,Case Reports; Journal Article,SAGE open medical case reports
37649569,The Role of Reflectance Confocal Microscopy in the Diagnosis and Therapeutic Evaluation of Rare Disease Eosinophilic Pustular Folliculitis.,2023,Case Reports; Journal Article,"Clinical, cosmetic and investigational dermatology"
37646626,Not a Rare Disease Anymore? A Case of Ocular Syphilis at the Correctional Facility.,2023,Journal Article,Journal of correctional health care : the official journal of the National Commission on Correctional Health Care
37646577,Artificial intelligence in rare disease diagnosis and treatment.,2023,Journal Article; Review,Clinical and translational science
37644439,Overcoming challenges in rare disease registry integration using the semantic web - a clinical research perspective.,2023,"Letter; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37621556,Toward representative genomic research: the children's rare disease cohorts experience.,2023,Journal Article,Therapeutic advances in rare disease
37614469,Primary non leukemic myeloid sarcoma of the ureteral wall: a case report of a rare disease.,2023,Case Reports; Journal Article,Journal of surgical case reports
37587458,Rare disease variant curation from literature: assessing gaps with creatine transport deficiency in focus.,2023,Journal Article,BMC genomics
37577678,Critical assessment of variant prioritization methods for rare disease diagnosis within the Rare Genomes Project.,2023,Preprint; Journal Article,medRxiv : the preprint server for health sciences
37568186,Living with a rare disease - experiences and needs in pediatric patients and their parents.,2023,"Multicenter Study; Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37561829,The Evolving Need for Neonatal Care: From the Premature Infant to the Rare Disease.,2023,Editorial,Pediatric annals
37556359,Highlighting rare disease research with a GENETICS and G3 series on genetic models of rare diseases.,2023,Journal Article,"G3 (Bethesda, Md.)"
37556311,Highlighting rare disease research with a GENETICS and G3 series on genetic models of rare diseases.,2023,Journal Article,Genetics
37553850,Integrative omics approaches to advance rare disease diagnostics.,2023,"Journal Article; Review; Research Support, Non-U.S. Gov't",Journal of inherited metabolic disease
37553141,Carcinoid heart disease: another step into the knowledge of a rare disease.,2023,Editorial,Heart (British Cardiac Society)
37551248,A Very Rare Disease of Patent Urachus Cyst With Vesico-Umbilical Urinary Fistula in Adults: A Case Report and Short Review.,2023,Case Reports; Journal Article,Cureus
39516584,Hereditary gastrointestinal polyposis syndromes Rare Disease Collaborative Network consensus statement agreed at the RDCN meeting Birmingham 17th February 2022.,2023,Letter,BJC reports
37532488,"[A Chinese interpretation for the ""ACGS Best Practice Guidelines for Variant Classification in Rare Disease 2020""].",2023,English Abstract; Journal Article; Practice Guideline,Zhonghua yi xue yi chuan xue za zhi = Zhonghua yixue yichuanxue zazhi = Chinese journal of medical genetics
37529076,The IRDiRC Chrysalis Task Force: making rare disease research attractive to companies.,2023,Journal Article,Therapeutic advances in rare disease
37528189,"Genomic testing for rare disease diagnosis-where are we now, and where should we be heading? The reflections of a behavioural scientist.",2023,"Journal Article; Research Support, Non-U.S. Gov't",European journal of human genetics : EJHG
37517917,Advancing Understanding of Inequities in Rare Disease Genomics.,2023,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Clinical therapeutics
37517687,Planning anesthesia of a child with a rare disease: useful tools.,2023,Journal Article; Review,"Anaesthesia, critical care & pain medicine"
37517206,RDDL: A systematic ensemble pipeline tool that streamlines balancing training schemes to reduce the effects of data imbalance in rare-disease-related deep-learning applications.,2023,Review; Journal Article,Computational biology and chemistry
37515692,Understanding Rare Disease Experiences Through the Concept of Morally Problematic Situations.,2024,Journal Article,HEC forum : an interdisciplinary journal on hospitals' ethical and legal issues
37506095,Psychosocial impact at the time of a rare disease diagnosis.,2023,"Journal Article; Research Support, Non-U.S. Gov't",PloS one
37501152,Current state of rare disease registries and databases in Australia: a scoping review.,2023,"Journal Article; Research Support, Non-U.S. Gov't; Scoping Review",Orphanet journal of rare diseases
37487555,REDCap and the National Mesothelioma Virtual Bank-a scalable and sustainable model for rare disease biorepositories.,2023,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, P.H.S.",Journal of the American Medical Informatics Association : JAMIA
37474787,Unveiling the hidden: revisiting the potential of old genetic data for rare disease research.,2023,Journal Article; Comment,European journal of human genetics : EJHG
37474404,Introduction to special issue on rare disease drug discovery.,2023,Editorial,Bioorganic & medicinal chemistry
37450245,Understanding the Ultra-Rare Disease Autosomal Dominant Leukodystrophy: an Updated Review on Morpho-Functional Alterations Found in Experimental Models.,2023,Journal Article; Review,Molecular neurobiology
37431743,A rare disease detected in a school-age child aortopulmonary window with anomalous right coronary artery from the pulmonary artery.,2023,Case Reports; Journal Article,Cardiology in the young
37429704,The new big is small: Leveraging knowledge from small trials for rare disease drug development: Blarcamesine for Rett syndrome.,2023,Journal Article; Review,British journal of clinical pharmacology
37426704,Democratising or disrupting diagnosis? Ethical issues raised by the use of AI tools for rare disease diagnosis.,2023,Journal Article,SSM. Qualitative research in health
37422281,Quantitative Systems Pharmacology for Rare Disease Drug Development.,2023,Journal Article; Review,Journal of pharmaceutical sciences
37414863,The Korean Genetic Diagnosis Program for Rare Disease Phase II: outcomes of a 6-year national project.,2023,"Clinical Trial, Phase II; Journal Article; Research Support, Non-U.S. Gov't",European journal of human genetics : EJHG
37400917,Overview of patients' cohorts in the French National rare disease registry.,2023,"Letter; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37400642,Multi-omics for better and faster rare disease diagnosis.,2023,Journal Article,Nature medicine
37398215,Rescue of secretion of a rare-disease associated mis-folded mutant glycoprotein in,2023,Preprint; Journal Article,bioRxiv : the preprint server for biology
37397721,Is sub-national healthcare social protection sufficient for protecting rare disease patients? the case of China.,2023,Journal Article; Review,Frontiers in public health
37387061,Digital Analysis of Clinical Screening Criteria for a Rare Disease - Behcet's Disease.,2023,Journal Article,Studies in health technology and informatics
37384616,FindZebra online search delving into rare disease case reports using natural language processing.,2023,Journal Article,PLOS digital health
37353797,Implementation of genomic medicine for rare disease in a tertiary healthcare system: Mayo Clinic Program for Rare and Undiagnosed Diseases (PRaUD).,2023,"Journal Article; Research Support, Non-U.S. Gov't",Journal of translational medicine
37339309,Who Is Responsible for Promoting Equity in Rare Disease Research?,2023,Journal Article; Comment,The American journal of bioethics : AJOB
37339297,"Rare Disease, Advocacy, and Caregiver Burnout.",2023,Journal Article; Comment,The American journal of bioethics : AJOB
37339288,The Other Side of the Self-Advocacy Coin: How For-Profit Companies Can Divert the Path to Justice in Rare Disease.,2023,Journal Article; Comment,The American journal of bioethics : AJOB
37334339,Spontaneous pneumothorax with isolated pulmonary Langerhans cell histiocytosis in an adult case: A common manifestation of rare disease.,2023,Case Reports; Journal Article,Clinical case reports
37323976,A Rare Disease Presentation of Malignant Fungating Acral Melanoma of the Hand.,2023,Case Reports; Journal Article,Journal of hand surgery global online
37308899,"Expansion of India's national child healthcare programme, Rashtriya Bal Swasthya Karyakram (RBSK), for rare disease management : a health policy perspective.",2023,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
