pmid,title,pub_year,pubtype,journal
29753345,The Problem of Rarity: Estimation of Prevalence in Rare Disease.,2018,"Journal Article; Research Support, Non-U.S. Gov't",Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research
29753344,Challenges in Research and Health Technology Assessment of Rare Disease Technologies: Report of the ISPOR Rare Disease Special Interest Group.,2018,Journal Article,Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research
29735358,Use of a rare disease patient registry in long-term post-authorisation drug studies: a model for collaboration with industry.,2018,Journal Article; Review,The Lancet. Respiratory medicine
29721916,Integration of genomics and metabolomics for prioritization of rare disease variants: a 2018 literature review.,2018,"Journal Article; Research Support, Non-U.S. Gov't; Review",Journal of inherited metabolic disease
29720536,Benefits of Early Referral to Pediatric Palliative Care for a Child With a Rare Disease.,2018,Case Reports; Journal Article; Personal Narrative,Pediatrics
29713611,Chylomicron Retention Disease: a Description of a New Mutation in a Very Rare Disease.,2018,Case Reports; Journal Article,"Pediatric gastroenterology, hepatology & nutrition"
29686789,A case of spontaneous coronary artery dissection presenting with acute anterior wall myocardial infarction in a young adult male - an increasingly recognized rare disease.,2018,Case Reports; Journal Article,Journal of community hospital internal medicine perspectives
29665691,Genetic and Rare Disease of the CNS. Part II: Holoprosencephaly (HPE).,2018,Editorial,ACS chemical neuroscience
29659356,Acromegaly: A rare disease?,2018,"Journal Article; Research Support, Non-U.S. Gov't",Medicina
29637034,Lymphocytic Esophagitis: A Rare Disease on the Rise.,2018,Case Reports; Journal Article,Cureus
29633802,Bilateral synchronous testicular seminoma: A rare presentation of a rare disease.,2018,Case Reports; Journal Article,"Archivio italiano di urologia, andrologia : organo ufficiale [di] Societa italiana di ecografia urologica e nefrologica"
29624507,A rare symptom of a very rare disease: a case report of a oculodentodigital dysplasia with lymphedema.,2018,Case Reports; Journal Article,Clinical dysmorphology
29624099,"USE OF ELECTRONIC HEALTH RECORDS TO CHARACTERIZE A RARE DISEASE IN THE U.S.: TREATMENT, COMORBIDITIES, AND FOLLOW-UP TRENDS AMONG PATIENTS WITH A CONFIRMED DIAGNOSIS OF ACROMEGALY.",2018,Journal Article,Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists
29611131,"The Rare Disease Bank of Japan: establishment, current status and future challenges.",2018,Journal Article,Human cell
29597239,Mammary Hibernoma: A Case Report of a Rare Disease.,2018,Case Reports; Journal Article,Revista brasileira de ginecologia e obstetricia : revista da Federacao Brasileira das Sociedades de Ginecologia e Obstetricia
29574238,Chilaiditi Syndrome Is a Rare Disease With Features That Resemble Pneumoperitoneum.,2019,Case Reports; Journal Article,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association
29556963,"Proceedings of the NASHNP Companion Meeting, March 18th, 2018, Vancouver, BC, Canada: Salivary Neuroendocrine Carcinoma-An Overview of a Rare Disease with an Emphasis on Determining Tumor Origin.",2018,Journal Article; Review,Head and neck pathology
29555104,Eosinophilic gastroenteritis: An unusual presentation of a rare disease.,2019,Case Reports; Journal Article,Revista de gastroenterologia de Mexico (English)
29487670,Arterial tortuosity syndrome: An extremely rare disease presenting as a mimic of pulmonary sling.,2018,Case Reports; Journal Article,Radiology case reports
29476843,Collagenous gastritis: a rare disease with distinctive endoscopic findings.,2018,Case Reports; Journal Article,Gastrointestinal endoscopy
29456250,Paediatric genomics: diagnosing rare disease in children.,2018,Journal Article; Published Erratum,Nature reviews. Genetics
29440777,Views of rare disease participants in a UK whole-genome sequencing study towards secondary findings: a qualitative study.,2018,"Journal Article; Research Support, Non-U.S. Gov't",European journal of human genetics : EJHG
29435387,Systemic Mastocytosis: The Difficult Patient with a Rare Disease. Case Presentation and Brief Review.,2018,Case Reports; Journal Article; Review,Hawai'i journal of medicine & public health : a journal of Asia Pacific Medicine & Public Health
29430718,Renal fungus ball in a patient with retroperitoneal fibrosis: Unique complication in a rare disease.,2018,Case Reports; Journal Article; Review,Mycoses
29425702,Harmonising phenomics information for a better interoperability in the rare disease field.,2018,Journal Article; Review,European journal of medical genetics
29423972,The art and science of choosing efficacy endpoints for rare disease clinical trials.,2018,Journal Article; Review,American journal of medical genetics. Part A
29415361,Boerhaave syndrome: a common manifestation of a rare disease.,2018,Case Reports; Letter,Internal medicine journal
29398965,Unilateral Primary Adrenal Lymphoma: Uncommon Presentation of a Rare Disease Evaluated Using,2018,Case Reports; Journal Article,World journal of nuclear medicine
29398702,Paediatric genomics: diagnosing rare disease in children.,2018,"Journal Article; Research Support, Non-U.S. Gov't; Review",Nature reviews. Genetics
29397366,Rare Disease Mechanisms Identified by Genealogical Proteomics of Copper Homeostasis Mutant Pedigrees.,2018,Journal Article,Cell systems
29396563,The RD-Connect Registry & Biobank Finder: a tool for sharing aggregated data and metadata among rare disease researchers.,2018,"Journal Article; Research Support, Non-U.S. Gov't",European journal of human genetics : EJHG
29386500,Non Uremic Calciphylaxis Post Liver Transplantation: A Case Report and Literature Review of an Unusual Presentation of a Rare Disease.,2018,Case Reports; Journal Article; Review,The American journal of case reports
29353872,Atypical Presentation of a Rare Disease: Eosinophilic Cholangitis Posing as a Cancer.,2018,Case Reports; Journal Article,The American journal of case reports
29351763,An overview of the impact of rare disease characteristics on research methodology.,2018,Journal Article; Review,Orphanet journal of rare diseases
29345978,Research in Rare Disease: From Genomics to Proteomics.,2018,Journal Article; Review,Assay and drug development technologies
29327657,Rare disease prevention and treatment: the need for a level playing field.,2018,"Journal Article; Research Support, Non-U.S. Gov't",Pharmacogenomics
29306463,Isolated cardiac sarcoidosis - A rare disease entity?,2018,Editorial; Comment,International journal of cardiology
29274682,Linear IgA dermatosis: An atypical manifestation of a rare disease.,2018,Case Reports; Journal Article,Pediatrics and neonatology
29272104,Liquid Chromatography-High Resolution Mass Spectrometry Analysis of Platelet Frataxin as a Protein Biomarker for the Rare Disease Friedreich's Ataxia.,2018,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Analytical chemistry
29271568,Prader-Willi syndrome and early-onset morbid obesity NIH rare disease consortium: A review of natural history study.,2018,Historical Article; Journal Article; Review,American journal of medical genetics. Part A
29129554,Development of a novel observer reported outcome tool as the primary efficacy outcome measure for a rare disease randomized controlled trial.,2018,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",Mitochondrion
29108116,Arthritis in Melorheostosis-An Uncommon Feature in a Rare Disease.,2018,Case Reports; Journal Article,"Arthritis & rheumatology (Hoboken, N.J.)"
29106618,eRAM: encyclopedia of rare disease annotations for precision medicine.,2018,"Journal Article; Research Support, Non-U.S. Gov't",Nucleic acids research
29066522,Development and progress of the National Congenital Anomaly and Rare Disease Registration Service.,2018,Journal Article,Archives of disease in childhood
28980074,Comprehensive analysis of 225 Castleman's diseases in the oral maxillofacial and neck region: a rare disease revisited.,2018,Case Reports; Journal Article; Review,Clinical oral investigations
28952366,When One Rare Disease Hides Another: Kartagener Syndrome Masking FMF.,2018,Case Reports; Journal Article,Clinical pediatrics
28914264,"Comprehensive use of extended exome analysis improves diagnostic yield in rare disease: a retrospective survey in 1,059 cases.",2018,"Journal Article; Research Support, Non-U.S. Gov't",Genetics in medicine : official journal of the American College of Medical Genetics
28815401,Abdominal infection reveals a rare disease.,2018,Case Reports; Journal Article,Internal and emergency medicine
28721829,"NGS Technologies as a Turning Point in Rare Disease Research , Diagnosis and Treatment.",2018,Journal Article; Review,Current medicinal chemistry
28637129,Patient reported outcomes in GNE myopathy: incorporating a valid assessment of physical function in a rare disease.,2018,"Journal Article; Research Support, N.I.H., Extramural",Disability and rehabilitation
28444517,Intravascular large B-cell lymphoma as a cause of terminal acute respiratory distress syndrome: atypical presentation of a rare disease.,2018,Journal Article,Aging clinical and experimental research
28436541,PDX1 -MODY and dorsal pancreatic agenesis: New phenotype of a rare disease.,2018,"Journal Article; Research Support, Non-U.S. Gov't",Clinical genetics
28190666,Design of a framework for the deployment of collaborative independent rare disease-centric registries: Gaucher disease registry model.,2018,"Journal Article; Research Support, Non-U.S. Gov't","Blood cells, molecules & diseases"
32390650,"Psoriasis, a rare disease of the nipple-areola A case report.",2019,Case Reports; Journal Article,Annali italiani di chirurgia
32117845,A Review of Rare Disease Policies and Orphan Drug Reimbursement Systems in 12 Eurasian Countries.,2019,Systematic Review; Journal Article,Frontiers in public health
32110234,Transcanal endoscopic assisted skull base endolymphatic sac tumor resection: A rare disease with advanced technology.,2020,Journal Article,Journal of otology
31942144,Submandibular gland actinomycosis: A rare disease - Worth to mention.,2019,Case Reports; Journal Article,Journal of oral and maxillofacial pathology : JOMFP
31924535,Accounting for diversity in rare disease research and precision medicine.,2020,Editorial; Comment,"Oral surgery, oral medicine, oral pathology and oral radiology"
31921379,Hypercalcemia in T-Cell/Histiocyte-Rich Large B-Cell Lymphoma: An Unusual Presentation of a Rare Disease and Literature Review.,2019,Case Reports; Journal Article,World journal of oncology
31863629,Objectivity in rare disease research: A philosophical approach.,2020,Journal Article,Nursing inquiry
31861118,"Pseudoxanthoma Elasticum, Kidney Stones and Pyrophosphate: From a Rare Disease to Urolithiasis and Vascular Calcifications.",2019,Journal Article; Review,International journal of molecular sciences
31845610,Sweet's Syndrome: A Classical Presentation of a Rare Disease.,2019,Case Reports; Journal Article,Journal of investigative medicine high impact case reports
31838158,Isolated autoimmune adrenocorticotropic hormone deficiency: From a rare disease to the dominant cause of adrenal insufficiency related to check point inhibitors.,2020,Journal Article,Autoimmunity reviews
31801534,Improving rare disease classification using imperfect knowledge graph.,2019,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",BMC medical informatics and decision making
31801463,Goal attainment scaling as an outcome measure in rare disease trials: a conceptual proposal for validation.,2019,"Journal Article; Research Support, Non-U.S. Gov't",BMC medical research methodology
31798836,Utilising artificial intelligence to determine patients at risk of a rare disease: idiopathic pulmonary arterial hypertension.,2019,Journal Article,Pulmonary circulation
31798228,His Heart Broke Posttransplant: A Rare Disease with Good Outcome.,2019,Journal Article,Indian journal of nephrology
31754101,Personalised analytics for rare disease diagnostics.,2019,Journal Article,Nature communications
31752457,"[The significance of diagnosis, treatment and research on rare disease in the field of obstetrics and gynecology].",2019,Journal Article,Zhonghua fu chan ke za zhi
31743423,Adult T-cell leukaemia/lymphoma in Brazil: A rare disease or rarely diagnosed?,2020,"Letter; Research Support, Non-U.S. Gov't",British journal of haematology
31742620,Grants for Rare Disease Research.,2019,Journal Article,JAMA
31741616,Primary Plasma Cell Leukemia: A Retrospective Study of a Rare Disease From Tertiary Cancer Centre From India.,2019,Journal Article,Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion
31731340,Examining the rare disease assumption used to justify HWE testing with control samples.,2019,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",Mathematical biosciences and engineering : MBE
31723477,Wong-Type Dermatomyositis: An Extremely Rare Disease in Childhood.,2019,Journal Article,Dermatology practical & conceptual
31723391,A unique presentation of a rare disease: biopsy proven systemic lupus erythematosus and microscopic polyangitis: an overlap syndrome.,2019,Case Reports; Journal Article,Journal of community hospital internal medicine perspectives
31723211,A rare disease patient/caregiver perspective on fair pricing and access to gene-based therapies.,2019,Journal Article; Review,Gene therapy
31709955,[A rare disease; Erdheim-Chester disease presenting with spontaneous pneumothorax].,2019,Case Reports; Journal Article,Tuberkuloz ve toraks
31693578,Fibrodysplasia ossificans progressiva: lessons learned from a rare disease.,2019,Journal Article; Review,Current opinion in pediatrics
31670305,"Pulmonary alveolar microlithiasis: A rare disease treated with lung transplantation, first case from India.",2019,Case Reports; Journal Article,Lung India : official organ of Indian Chest Society
34691988,Opportunities and challenges in the nanoparticles for nucleic acid therapeutics: the first approval of an RNAi nanoparticle for treatment of a rare disease.,2019,Journal Article,National science review
31622800,Phenotypic similarity for rare disease: Ciliopathy diagnoses and subtyping.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Journal of biomedical informatics
31619401,Spontaneous renoalimentary fistula as a complication of upper tract urothelial carcinoma: unknown complication of a rare disease.,2019,Case Reports; Journal Article,BMJ case reports
31614842,Biological Network Approaches and Applications in Rare Disease Studies.,2019,"Journal Article; Research Support, Non-U.S. Gov't; Review",Genes
31614215,"A pragmatic, adaptive clinical trial design for a rare disease: The FOcal Cerebral Arteriopathy Steroid (FOCAS) trial.",2019,"Journal Article; Research Support, N.I.H., Extramural",Contemporary clinical trials
31601707,Genetic regulatory variation in populations informs transcriptome analysis in rare disease.,2019,"Journal Article; Research Support, N.I.H., Extramural; Research Support, N.I.H., Intramural; Research Support, Non-U.S. Gov't","Science (New York, N.Y.)"
31597187,[Breast Cancer in Men - Health Care Professionals' Perspectives on the Multidisciplinary Care of a Rare Disease].,2020,Journal Article,Gesundheitswesen (Bundesverband der Arzte des Offentlichen Gesundheitsdienstes (Germany))
31594057,[Hemophagocytic lymphohistiocytosis: a rare disease with tough problems].,2019,Journal Article,Zhonghua er ke za zhi = Chinese journal of pediatrics
31592339,"Structural, functional and molecular dynamics analysis of",2019,Journal Article,PeerJ
31561411,Pollen-Food Allergy Syndrome: A not so Rare Disease in Childhood.,2019,Journal Article; Review,"Medicina (Kaunas, Lithuania)"
31553325,Resilience in rare disease networks.,2019,Journal Article; Review,Annali dell'Istituto superiore di sanita
31544480,"[Gardner's syndrome, a rare disease].",2019,Case Reports; Journal Article,Magyar sebeszet
31533712,Integrating patient perspectives in medical decision-making: a qualitative interview study examining potentials within the rare disease information exchange process in practice.,2019,"Journal Article; Research Support, Non-U.S. Gov't",BMC medical informatics and decision making
31523077,Shabbir Syndrome: Case Report of a Rare Disease.,2019,Case Reports; Journal Article,Nepalese journal of ophthalmology : a biannual peer-reviewed academic journal of the Nepal Ophthalmic Society : NEPJOPH
31520774,Systemic capillary leak syndrome: a rare disease becoming increasingly recognized.,2019,Case Reports; Letter,"Annals of allergy, asthma & immunology : official publication of the American College of Allergy, Asthma, & Immunology"
31511176,Value of the Rare Disease Registry of the Italian Region Friuli Venezia Giulia.,2019,Journal Article,Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research
31487850,A Multinodular Mass of Abdominal Splenosis: Case Report of Uncommon Images of a Rare Disease.,2019,Case Reports; Journal Article,"Diagnostics (Basel, Switzerland)"
31486113,Rare disease specialists and clinical pharmacologists unite: Increase collection of longitudinal data!,2019,Editorial,British journal of clinical pharmacology
31484564,Haemophilia A: health and economic burden of a rare disease in Portugal.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
31469401,Improving the Understanding of Genetic Variants in Rare Disease With Large-scale Reference Populations.,2019,Journal Article,JAMA
31469308,Worsening Dyspnea and Progressive Bone Pain. Thoracic Manifestations of a Rare Disease.,2019,Case Reports; Journal Article,Annals of the American Thoracic Society
31462106,Interactive alkaptonuria database: investigating clinical data to improve patient care in a rare disease.,2019,"Journal Article; Research Support, Non-U.S. Gov't",FASEB journal : official publication of the Federation of American Societies for Experimental Biology
31454301,Demonstrating effectiveness or demonstrating not ineffectiveness - A potential solution for rare disease drug product development?,2019,Journal Article,Journal of biopharmaceutical statistics
31452216,Developing a rare disease chronic care model: Management of systemic sclerosis (MANOSS) study protocol.,2019,Journal Article,Journal of advanced nursing
31451787,A multi-animal model collaboration to speed up rare disease research.,2019,News,Lab animal
31438091,Establishment of a Comprehensive Information Infrastructure and a Support Organization for Rare Disease Research in Japan (RADDAR-J).,2019,Journal Article,Studies in health technology and informatics
31427378,Three rare disease diagnoses in one patient through exome sequencing.,2019,"Case Reports; Journal Article; Research Support, Non-U.S. Gov't",Cold Spring Harbor molecular case studies
31420817,"Human germline genome editing is illegal in Canada, but could it be desirable for some members of the rare disease community?",2020,Journal Article; Review,Journal of community genetics
31416449,Correction to: Eight years after an international workshop on myotonic dystrophy patient registries: case study of a global collaboration for a rare disease.,2019,Published Erratum,Orphanet journal of rare diseases
31408179,Epstein-Barr Virus-related Multi-site Mucocutaneous Ulcer: A Previously Undescribed Clinical Subset of a Rare Disease.,2019,Case Reports; Journal Article; Review,Acta dermato-venereologica
31377276,A Rare Complication of a Rare Disease.,2019,Case Reports; Journal Article,Gastroenterology
31370847,Model consent clauses for rare disease research.,2019,"Journal Article; Research Support, Non-U.S. Gov't",BMC medical ethics
31365379,Shaping the future of an ultra-rare disease: unmet needs in the diagnosis and treatment of pulmonary alveolar proteinosis.,2019,"Journal Article; Research Support, Non-U.S. Gov't; Review",Current opinion in pulmonary medicine
31355074,Left-sided Neck Swelling: An Unusual Presentation of a Rare Disease.,2019,Case Reports; Journal Article,Cureus
31345272,Implementation of a genomic medicine multi-disciplinary team approach for rare disease in the clinical setting: a prospective exome sequencing case series.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Genome medicine
31331700,The necessity for rigour in rare disease study design.,2019,Journal Article; Comment,The Lancet. Oncology
31330189,Relocation of study participants for rare and ultra-rare disease trials: Ethics and operations.,2019,Journal Article,Contemporary clinical trials
31314147,The needs of patients with rare disease in Serbia. Why do we need National Strategy for rare disease?,2019,"Journal Article; Research Support, Non-U.S. Gov't",Health & social care in the community
31300021,"RD-RAP: beyond rare disease patient registries, devising a comprehensive data and analytic framework.",2019,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
31300010,Share and protect our health data: an evidence based approach to rare disease patients' perspectives on data sharing and data protection - quantitative survey and recommendations.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
31296546,Unusual histiocytes in a pleural effusion: signature of a rare disease.,2019,Case Reports; Journal Article,Blood
31296233,Quantitative analysis of a rare disease network's international contact database and E-repository provides insights into biobanking in the electronic consent era.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
31289162,Leiomyomatosis peritonealis disseminata: a rare disease with a difficult diagnosis.,2019,Case Reports; Journal Article,BMJ case reports
31288838,Development of a pilot rare disease registry: a focus group study of initial steps towards the establishment of a rare disease ecosystem in Slovenia.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
31276829,Adult Vernal Keratoconjunctivitis: Clinical and biochemical profile of a rare disease.,2019,"Journal Article; Observational Study; Research Support, Non-U.S. Gov't",The ocular surface
31275356,Whole Exome Sequencing Identified a Novel Biallelic,2019,Journal Article,Frontiers in genetics
31250462,Association or causation: Symptoms and rare disease.,2019,Editorial; Comment,Journal of inherited metabolic disease
31234726,Minimizing the surgical approach for a rare disease: transanal endoscopic microsurgery for rectal schwannoma.,2019,Case Reports; Journal Article,Tumori
31234647,A Rare Manifestation of a Rare Disease: Mantle Cell Lymphoma Presenting With Aseptic Meningitis.,2019,Case Reports; Journal Article,Journal of investigative medicine high impact case reports
31231133,The Incontinentia Pigmenti Genetic Biobank: study design and cohort profile to facilitate research into a rare disease worldwide.,2019,"Journal Article; Research Support, Non-U.S. Gov't",European journal of human genetics : EJHG
31218454,"A pragmatic patient-reported outcome strategy for rare disease clinical trials: application of the EORTC item library to myelodysplastic syndromes, chronic myelomonocytic leukemia, and acute myeloid leukemia.",2019,Journal Article,Journal of patient-reported outcomes
31218170,"The progress of, challenges faced by, and future of rare disease patient organizations in China.",2019,Journal Article,Intractable & rare diseases research
31215838,Severe fever and thrombocytopenia syndrome virus infection: Considerations for vaccine evaluation of a rare disease.,2019,Journal Article; Review,Human vaccines & immunotherapeutics
31188588,Identification of Ezetimibe and Pranlukast as Pharmacological Chaperones for the Treatment of the Rare Disease Mucopolysaccharidosis Type IVA.,2019,"Journal Article; Research Support, N.I.H., Intramural; Research Support, Non-U.S. Gov't",Journal of medicinal chemistry
31188341,Retroperitoneal fibrosis: a rare disease for frontline clinicians.,2019,Case Reports; Journal Article,The journal of the Royal College of Physicians of Edinburgh
31183946,Psychological correlates of adherence to photoprotection in a rare disease: International survey of people with Xeroderma Pigmentosum.,2019,"Journal Article; Research Support, Non-U.S. Gov't",British journal of health psychology
31173487,Anal adenocarcinoma: Treatment outcomes and trends in a rare disease entity.,2019,Journal Article,Cancer medicine
31172792,Cardiac Amyloidosis A Rare Disease in Older Adults Hospitalized for Heart Failure?,2019,Editorial; Comment,Circulation. Heart failure
31160820,Identification of rare-disease genes using blood transcriptome sequencing and large control cohorts.,2019,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Nature medicine
31159885,The DM-scope registry: a rare disease innovative framework bridging the gap between research and medical care.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
31142331,The role of patient organizations in the rare disease ecosystem in India: an interview based study.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
31133768,[Spanish rare disease registries research network: first results of Spain-RDR's project in Navarre].,2019,Journal Article,Anales del sistema sanitario de Navarra
31130138,A rare disease; congenital pulmonary airway malformation in an adult.,2019,Case Reports; Journal Article,Tuberkuloz ve toraks
31121115,MultiPLIER: A Transfer Learning Framework for Transcriptomics Reveals Systemic Features of Rare Disease.,2019,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Cell systems
31116519,[Cardiac amyloidosis : a rare disease ?].,2019,Journal Article,Revue medicale suisse
31099979,"Health information behaviour of rare disease patients: seeking, finding and sharing health information.",2019,Journal Article,Health information and libraries journal
31092367,Targeting angiosarcomas of the soft tissues: A challenging effort in a heterogeneous and rare disease.,2019,Journal Article; Review,Critical reviews in oncology/hematology
31063275,Rare Disease Registries: Steps Forward.,2019,Editorial,"Chronic obstructive pulmonary diseases (Miami, Fla.)"
31055985,"Sympathetic Ophthalmia after Vitreoretinal Surgeries: Incidence, Clinical Presentations and Outcomes of a Rare Disease.",2019,Journal Article; Observational Study,Seminars in ophthalmology
31043937,Eosinophilic Granulomatosis with Polyangiitis Manifesting as Recurrent Nasal Polyps and Hemorrhagic Necrotic Bullae: A Rare Disease Successfully Treated with Azathioprine.,2019,Case Reports; Journal Article,Case reports in dermatology
31019643,Large Right Ventricle Thrombus in Uhl's Anomaly: A Rare Presentation of Extremely Rare Disease.,2019,Case Reports; Journal Article,Cardiology research
31018713,Effective treatment of disseminated superficial actinic porokeratosis with chemical peels - customary treatment for a rare disease.,2020,Case Reports; Journal Article,The Journal of dermatological treatment
31015243,Pyoderma gangrenosum-like lesion secondary to methylenetetrahydrofolate reductase mutation: an unusual presentation of a rare disease.,2019,Case Reports; Journal Article,BMJ case reports
30994827,Eosinophilic fasciitis: an atypical presentation of a rare disease.,2019,Case Reports; Journal Article,Revista da Associacao Medica Brasileira (1992)
30993257,"Breast Lymphoma: Teaching point: Primary breast lymphoma is a rare disease, especially in males, but should be considered in the differential diagnosis of a breast mass because of the different treatment and prognosis.",2019,Case Reports; Journal Article,Journal of the Belgian Society of Radiology
30989008,Kikuchi-Fujimoto Disease: An Atypical Presentation of a Rare Disease.,2019,Case Reports; Journal Article,Cureus
30980395,Desmoid tumor: A focus set on a challenging but understudied rare disease.,2019,Editorial; Comment,Cancer
30967414,Hepatitis D: not a rare disease anymore: global update for 2017-2018.,2020,"Letter; Research Support, Non-U.S. Gov't; Comment",Gut
30954984,[Food protein-induced enterocolitis syndrome (FPIES) - a rare disease with frequent symptoms - the practitioner's compendium].,2019,Journal Article; Review,Developmental period medicine
30945367,Two cases of neuroangiostrongyliasis: A rare disease because rarely considered or rarely diagnosed?,2019,Case Reports; Journal Article,Journal of paediatrics and child health
30943900,Case report of cryptogenic multifocal ulcerous stenosing enteritis (CMUSE): a rare disease may contribute to endoscopy-capsule retention in the small intestine.,2019,Case Reports; Journal Article,BMC gastroenterology
30932441,A rare disease with a rare presentation: hemi-atrophy caused by fibromuscular dysplasia in a 27 month old girl.,2019,Case Reports; Journal Article,Reumatismo
33523198,"Model systems inform rare disease diagnosis, therapeutic discovery and pre-clinical efficacy.",2019,Journal Article,Emerging topics in life sciences
30898947,Miosis in a case of congenital fibrosis of extraocular muscles: a rare presentation of a rare disease.,2019,Case Reports; Journal Article,BMJ case reports
30898118,Can a decision support system accelerate rare disease diagnosis? Evaluating the potential impact of Ada DX in a retrospective study.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
30892965,Paces of Costly Care: Rare Disease Drug Access in Canada.,2020,"Journal Article; Research Support, Non-U.S. Gov't",Medical anthropology
30891473,An atypical presentation of a rare disease.,2019,Journal Article,JAAD case reports
30879250,The Case for the Use of Patient and Caregiver Perception of Change Assessments in Rare Disease Clinical Trials: A Methodologic Overview.,2019,"Journal Article; Research Support, Non-U.S. Gov't; Review",Advances in therapy
30878243,"[Early diagnosis of a rare disease in children through better communication between parents, physicians and academic centers].",2019,Journal Article,"Zeitschrift fur Evidenz, Fortbildung und Qualitat im Gesundheitswesen"
30845091,Comprehensive Analyses of Intraoral Benign and Malignant Nerve Sheath Tumors: The Rare Disease Entities Revisited.,2019,Journal Article; Review,The Journal of craniofacial surgery
30844061,Spontaneous coronary artery dissection: no longer a rare disease.,2019,Journal Article; Comment,European heart journal
30819728,From gene to treatment: supporting rare disease translational research through model systems.,2019,Editorial,Disease models & mechanisms
30775050,Case Report on a Rare Disease in Lithuania: Congenital Chloride Diarrhea.,2019,Case Reports; Journal Article,Journal of pediatric genetics
30764825,Rare disease knowledge enrichment through a data-driven approach.,2019,"Journal Article; Research Support, N.I.H., Extramural",BMC medical informatics and decision making
30732630,The patient's view on rare disease trial design - a qualitative study.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
30705012,The stable rower: identifying a rare disease.,2019,Journal Article; Personal Narrative,The British journal of general practice : the journal of the Royal College of General Practitioners
30689629,Open notebook science can maximize impact for rare disease projects.,2019,"Journal Article; Personal Narrative; Research Support, Non-U.S. Gov't",PLoS biology
30676739,Correction to Liquid Chromatography-High Resolution Mass Spectrometry Analysis of Platelet Frataxin as a Protein Biomarker for the Rare Disease Friedreich's Ataxia.,2019,Journal Article; Published Erratum,Analytical chemistry
30675030,Xrare: a machine learning method jointly modeling phenotypes and genetic evidence for rare disease diagnosis.,2019,"Journal Article; Research Support, N.I.H., Extramural",Genetics in medicine : official journal of the American College of Medical Genetics
30660596,Careful investigation of a rare disease: insights into multiple endocrine neoplasia type 2B.,2019,Journal Article; Comment,The lancet. Diabetes & endocrinology
30623119,Cerebellar cystic glioblastomas: An uncommon presentation of a rare disease and clinical review.,2019,Journal Article,eNeurologicalSci
30622569,Melkersson-Rosenthal syndrome: a case report of a rare disease with overlapping features.,2019,Case Reports; Journal Article,"Allergy, asthma, and clinical immunology : official journal of the Canadian Society of Allergy and Clinical Immunology"
30617191,Chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids (CLIPPERS) in limited cutaneous sclerosis: a rare disease combination.,2019,Case Reports; Journal Article,BMJ case reports
30610920,Acceleration of rare disease therapeutic development: a case study of AGIL-AADC.,2019,"Journal Article; Research Support, Non-U.S. Gov't; Review",Drug discovery today
30581566,"Arthroscopic removal of loose bodies in synovial chondromatosis of shoulder joint, unusual location of rare disease: A case report and literature review.",2019,Case Reports; Journal Article,Annals of medicine and surgery (2012)
30573768,Mitochondrial dysfunction is a key determinant of the rare disease lymphangioleiomyomatosis and provides a novel therapeutic target.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Oncogene
30545689,Dubin-Johnson syndrome in Tunisia: Spectrum of a rare disease.,2019,Case Reports; Letter,"Presse medicale (Paris, France : 1983)"
30535356,Development and user evaluation of a rare disease gene prioritization workflow based on cognitive ergonomics.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Journal of the American Medical Informatics Association : JAMIA
