ORPHAcode,nombre_enfermedad
1101,Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome
1104,Anophthalmia plus syndrome
1106,Microphthalmia with limb anomalies
1110,Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome
1112,Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome
1113,Aphalangy-syndactyly-microcephaly syndrome
1114,Aplasia cutis congenita
1116,Aplasia cutis congenita-intestinal lymphangiectasia syndrome
1117,Aplasia cutis-myopia syndrome
1118,Fibular aplasia-ectrodactyly syndrome
1120,Lung agenesis-heart defect-thumb anomalies syndrome
1121,Radial deficiency-tibial hypoplasia syndrome
1122,Ulnar hypoplasia-split foot syndrome
1123,Caudal appendage-deafness syndrome
1125,"Ocular motor apraxia, Cogan type"
1126,Aprosencephaly cerebellar dysgenesis
1129,Arachnodactyly-abnormal ossification-intellectual disability syndrome
1130,Arachnodactyly-intellectual disability-dysmorphism syndrome
1131,X-linked mandibulofacial dysostosis
1132,Aortic arch defects
1133,AREDYLD syndrome
1134,Isolated arrhinia
1138,Abnormal origin of the pulmonary artery
1143,Neurogenic arthrogryposis multiplex congenita
1144,Arthrogryposis-like hand anomaly-sensorineural deafness syndrome
1145,Infantile-onset X-linked spinal muscular atrophy
1146,Distal arthrogryposis type 1
1147,Sheldon-Hall syndrome
1149,Kuskokwim syndrome
1150,Arthrogryposis multiplex congenita-whistling face syndrome
1154,Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome
1159,Progressive pseudorheumatoid dysplasia
1160,Chylous ascites
1163,Aspergillosis
1164,Allergic bronchopulmonary aspergillosis
1166,Congenital unilateral hypoplasia of depressor anguli oris
1168,Ataxia-oculomotor apraxia type 1
1170,Autosomal recessive cerebelloparenchymal disorder type 3
1171,Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
1172,Autosomal recessive cerebellar ataxia
1173,Cerebellar ataxia-hypogonadism syndrome
1174,Cerebellar ataxia-ectodermal dysplasia syndrome
1175,X-linked progressive cerebellar ataxia
1177,Early-onset cerebellar ataxia with retained tendon reflexes
1178,Ataxia-tapetoretinal degeneration syndrome
1179,Benign paroxysmal tonic upgaze of childhood with ataxia
1180,Ataxia-hypogonadism-choroidal dystrophy syndrome
1182,Spastic ataxia with congenital miosis
1183,Opsoclonus-myoclonus syndrome
1184,Ataxia-photosensitivity-short stature syndrome
1185,Spinocerebellar ataxia-dysmorphism syndrome
1186,Infantile-onset spinocerebellar ataxia
1187,Lethal ataxia with deafness and optic atrophy
1188,Ataxia-deafness-intellectual disability syndrome
1190,Atelosteogenesis type I
1192,Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome
1193,Atkin-Flaitz syndrome
1194,TMEM70-related mitochondrial encephalo-cardio-myopathy
1195,Congenital atransferrinemia
1198,Colonic atresia
1199,Esophageal atresia
1200,Burn-McKeown syndrome
1201,Small bowel atresia
1202,Larynx atresia
1203,Duodenal atresia
1205,Mitral atresia
1207,Pulmonary atresia with ventricular septal defect
1208,Pulmonary atresia-intact ventricular septum syndrome
1209,Tricuspid atresia
1214,Progressive hemifacial atrophy
1215,Autosomal dominant optic atrophy plus syndrome
1216,Autosomal dominant congenital benign spinal muscular atrophy
1217,Spinal atrophy-ophthalmoplegia-pyramidal syndrome
1221,Cheilitis glandularis
1223,Balantidiasis
1225,Baller-Gerold syndrome
1226,Bamforth-Lazarus syndrome
1227,Bangstad syndrome
1228,Banki syndrome
1229,Congenital intrauterine infection-like syndrome
1231,Barber-Say syndrome
1234,Bartsocas-Papas syndrome
1236,Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome
1237,Beemer-Ertbruggen syndrome
1239,Behr syndrome
1241,Bencze syndrome
1243,Best vitelliform macular dystrophy
1246,Brachydactyly-nystagmus-cerebellar ataxia syndrome
1247,Schistosomiasis
1248,Maxillonasal dysplasia
1252,Blepharonasofacial malformation syndrome
1253,Ascher syndrome
1259,Blepharoptosis-myopia-ectopia lentis syndrome
1261,Bonnemann-Meinecke-Reich syndrome
1262,Böök syndrome
1263,Boomerang dysplasia
1264,Tricho-retino-dento-digital syndrome
1267,Botulism
1270,Bowen-Conradi syndrome
1272,Aymé-Gripp syndrome
1275,Brachydactyly-elbow wrist dysplasia syndrome
1276,Brachydactyly-arterial hypertension syndrome
1277,Brachydactyly-mesomelia-intellectual disability-heart defects syndrome
1278,Brachydactyly-preaxial hallux varus syndrome
1292,Brachymorphism-onychodysplasia-dysphalangism syndrome
1293,Brachyolmia
1295,Brachytelephalangy-dysmorphism-Kallmann syndrome
1296,Lambert syndrome
1297,Branchio-oculo-facial syndrome
1299,Branchioskeletogenital syndrome
1300,Autosomal dominant popliteal pterygium syndrome
1302,Cryptogenic organizing pneumonia
1303,Bronchiolitis obliterans
1304,Brucellosis
1305,Feingold syndrome
1307,Distal limb deficiencies-micrognathia syndrome
1308,C syndrome
1309,Medullary sponge kidney
1310,Caffey disease
1313,Infantile choroidocerebral calcification syndrome
1314,Symmetrical thalamic calcifications
1318,"Campomelia, Cumming type"
1319,Camptobrachydactyly
1320,Idiopathic camptocormia
1321,Camptodactyly-fibrous tissue hyperplasia-skeletal anomalies syndrome
1323,Camptodactyly-joint contractures-facial skeletal defects syndrome
1325,Camptodactyly-taurinuria syndrome
1326,"Camptodactyly syndrome, Guadalajara type 2"
1327,"Camptodactyly syndrome, Guadalajara type 1"
1328,Camurati-Engelmann disease
1329,Complete atrioventricular septal defect
1330,Partial atrioventricular septal defect
1331,Familial prostate cancer
1332,Medullary thyroid carcinoma
1333,Familial pancreatic carcinoma
1334,Chronic mucocutaneous candidiasis
1335,Pentalogy of Cantrell
1336,Hyperkeratosis-hyperpigmentation syndrome
1338,Heart defect-tongue hamartoma-polysyndactyly syndrome
1340,Cardiofaciocutaneous syndrome
1342,Heart-hand syndrome type 3
1344,Atrial standstill
1345,Cardiomyopathy-cataract-hip spine disease syndrome
1349,Mitochondrial DNA-related cardiomyopathy and hearing loss
1350,Heart-hand syndrome type 2
1352,Atrioventricular defect-blepharophimosis-radial and anal defect syndrome
1354,Heart defects-limb shortening syndrome
1355,Congenital heart defect-round face-developmental delay syndrome
1358,Carey-Fineman-Ziter syndrome
1359,Carney complex
1361,Carnosinase deficiency
1366,Autosomal recessive palmoplantar keratoderma and congenital alopecia
1368,Cataract-ataxia-deafness syndrome
1369,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome
1373,Cataract-aberrant oral frenula-growth delay syndrome
1375,Cataract-hypertrichosis-intellectual disability syndrome
1377,Cataract-microcornea syndrome
1380,Cataract-nephropathy-encephalopathy syndrome
1381,Cataract-intellectual disability-anal atresia-urinary defects syndrome
1383,Cataract-deafness-hypogonadism syndrome
1387,Cataract-intellectual disability-hypogonadism syndrome
1388,Catel-Manzke syndrome
1389,Cortical blindness-intellectual disability-polydactyly syndrome
1390,Night blindness-skeletal anomalies-dysmorphism syndrome
1393,Cerebrocostomandibular syndrome
1394,Cerebrofaciothoracic dysplasia
1397,Hydrocephaly-cerebellar agenesis syndrome
1398,Isolated cerebellar agenesis
1399,Richards-Rundle syndrome
1401,CHAND syndrome
1406,Charlie M syndrome
1410,Uncombable hair syndrome
1412,Tarsal-carpal coalition syndrome
1414,Cholestasis-lymphedema syndrome
1415,Hardikar syndrome
1416,Familial calcium pyrophosphate deposition
1422,Chondrodysplasia-difference of sex development syndrome
1423,Lethal recessive chondrodysplasia
1425,Desbuquois syndrome
1426,Greenberg dysplasia
1427,Autosomal recessive otospondylomegaepiphyseal dysplasia
1429,Benign hereditary chorea
1431,Paroxysmal dyskinesia
1433,Choroidal atrophy-alopecia syndrome
1435,Xq21 microdeletion syndrome
1436,X-linked skeletal dysplasia-intellectual disability syndrome
1437,Ring chromosome 1 syndrome
1438,Ring chromosome 10 syndrome
1439,Ring chromosome 12 syndrome
1440,Ring chromosome 14 syndrome
1441,Ring chromosome 17 syndrome
1442,Ring chromosome 18 syndrome
1443,Ring chromosome 19 syndrome
1444,Ring chromosome 20 syndrome
1445,Ring chromosome 21 syndrome
1446,Ring chromosome 22 syndrome
1447,Ring chromosome 4 syndrome
1448,Ring chromosome 6 syndrome
1449,Ring chromosome 7 syndrome
1450,Ring chromosome 8 syndrome
1451,CINCA syndrome
1452,Cleidocranial dysplasia
1453,Cleidorhizomelic syndrome
1454,Joubert syndrome with hepatic defect
1456,Middle aortic syndrome
1457,Aorta coarctation
1458,CODAS syndrome
1459,Celiac disease-epilepsy-cerebral calcification syndrome
1460,Isolated complex III deficiency
1461,Criss-cross heart
1463,Triatrial heart
1464,Univentricular heart
1465,Coffin-Siris syndrome
1466,COFS syndrome
1467,Cogan syndrome
1471,Coloboma of macula-brachydactyly type B syndrome
1473,Uveal coloboma-cleft lip and palate-intellectual disability
1475,Renal coloboma syndrome
1478,Interatrial communication
1479,Atrial septal defect-atrioventricular conduction defects syndrome
1482,Gonococcal conjunctivitis
1484,Contractures-ectodermal dysplasia-cleft lip/palate syndrome
1485,"Arthrogryposis-hyperkeratosis syndrome, lethal form"
1486,Lethal congenital contracture syndrome type 1
1487,Cooks syndrome
1488,Cooper-Jabs syndrome
1489,Whooping cough
1490,Corneal dystrophy-perceptive deafness syndrome
1493,Vici syndrome
1495,Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome
1496,Corpus callosum agenesis-neuronopathy syndrome
1497,X-linked complicated corpus callosum dysgenesis
1501,Adrenocortical carcinoma
1505,Short rib-polydactyly syndrome
1506,Thin ribs-tubular bones-dysmorphism syndrome
1507,Autosomal recessive Robinow syndrome
1508,Coxoauricular syndrome
1509,Coxopodopatellar syndrome
1512,Crane-Heise syndrome
1513,Craniodiaphyseal dysplasia
1514,Craniodigital-intellectual disability syndrome
1515,Cranioectodermal dysplasia
1516,Non-syndromic bilambdoid and sagittal craniosynostosis
1517,Cantú syndrome
1519,SPECC1L-related hypertelorism syndrome
1520,Craniofrontonasal dysplasia
1521,Craniofrontonasal dysplasia-Poland anomaly syndrome
1522,Craniometaphyseal dysplasia
1524,Craniomicromelic syndrome
1525,Cranio-osteoarthropathy
1527,"Craniosynostosis, Philadelphia type"
1528,Craniotelencephalic dysplasia
1529,Craniofacial-deafness-hand syndrome
1531,Craniosynostosis
1532,Gómez-López-Hernández syndrome
1538,Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome
1540,Jackson-Weiss syndrome
1541,"Craniosynostosis, Boston type"
1544,Benign focal seizures of adolescence
1545,Crisponi syndrome
1546,Cryptococcosis
1547,Cryptomicrotia-brachydactyly-excess fingertip arch syndrome
1548,Cryptorchidism-arachnodactyly-intellectual disability syndrome
1551,Familial benign copper deficiency
1552,Currarino syndrome
1553,Curry-Jones syndrome
1555,Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome
1556,Cutis marmorata telangiectatica congenita
1560,Cysticercosis
1561,Fatal infantile cytochrome C oxidase deficiency
1563,Dahlberg-Borer-Newcomer syndrome
1566,Dandy-Walker malformation-postaxial polydactyly syndrome
1568,X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome
1570,Symbrachydactyly of hands and feet
1571,Knobloch syndrome
1572,Common variable immunodeficiency
1573,Hypotrichosis with juvenile macular degeneration
1574,Retinal degeneration-nanophthalmos-glaucoma syndrome
1576,Infantile bilateral striatal necrosis
1578,Pterin-4 alpha-carbinolamine dehydratase deficiency
1580,Distal deletion 10p syndrome
1581,Non-distal deletion 10q syndrome
1587,Monosomy 13q14 syndrome
1590,Distal deletion 13q syndrome
1596,Distal deletion 15q syndrome
1597,Distal deletion 17q syndrome
1598,Monosomy 18p syndrome
1600,Monosomy 18q syndrome
1606,1p36 deletion syndrome
1617,Developmental delay-language impairment-dopa responsive dystonia-parkinsonism syndrome due to 2q24 microdeletion
1620,Distal deletion 3p syndrome
1621,3q13 microdeletion syndrome
1627,Deletion 5q35 syndrome
1636,Distal monosomy 7q36 syndrome
1642,Distal deletion 9p syndrome
1643,Xp22.3 microdeletion syndrome
1646,Chromosome Y microdeletion syndrome
1647,Oculocerebrocutaneous syndrome
1652,Dent disease
1653,Dentin dysplasia
1655,Müllerian derivatives-lymphangiectasia-polydactyly syndrome
1656,Dermatitis herpetiformis
1657,"Dermatoosteolysis, Kirghizian type"
1658,Absence of fingerprints-congenital milia syndrome
1659,Dermatoleukodystrophy
1660,Dermoodontodysplasia
1661,X-linked corneal dermoid
1662,Restrictive dermopathy
1665,Sporadic fetal brain disruption sequence
1666,Dextrocardia
1667,Wolcott-Rallison syndrome
1670,Chronic diarrhea with villous atrophy
1671,Split cord malformation type I
1672,Diencephalic syndrome
1675,Dihydropyrimidine dehydrogenase deficiency
1676,Idiopathic pulmonary artery dilatation
1677,Familial idiopathic dilatation of the right atrium
1679,Diphtheria
1681,Diprosopus
1682,Arterial dissection-lentiginosis syndrome
1685,Distomatosis
1686,Cardiac diverticulum
1692,Mosaic trisomy 1 syndrome
1695,Non-distal duplication 10q syndrome
1698,Mosaic trisomy 12 syndrome
1699,Trisomy 12p syndrome
1702,Non-distal duplication 13q syndrome
1703,Mosaic trisomy 14 syndrome
1705,Distal duplication 14q syndrome
1706,Mosaic trisomy 15 syndrome
1707,Distal duplication 15q syndrome
1708,Mosaic trisomy 16 syndrome
1711,Mosaic trisomy 17 syndrome
1713,17p11.2 microduplication syndrome
1715,Trisomy 18p syndrome
1716,Distal duplication 18q syndrome
1717,Distal duplication 19q syndrome
1723,Mosaic trisomy 2 syndrome
1724,Mosaic trisomy 20 syndrome
1727,22q11.2 duplication syndrome
1738,Trisomy 4p syndrome
1742,Trisomy 5p syndrome
1745,Distal duplication 6p syndrome
1747,Mosaic trisomy 7 syndrome
1752,Trisomy 8q syndrome
1756,Caudal duplication
1757,Fibular dimelia-diplopodia syndrome
1759,Thoraco-abdominal enteric duplication
1762,Proximal Xq28 duplication syndrome
1764,Familial dysautonomia
1766,Dysequilibrium syndrome
1768,Familial caudal dysgenesis
1770,XY type gonadal dysgenesis-associated anomalies syndrome
1772,"45,X/46,XY mixed gonadal dysgenesis"
1775,Dyskeratosis congenita
1777,Temtamy syndrome
1778,Facial dysmorphism-shawl scrotum-joint laxity syndrome
1779,Dysmorphism-cleft palate-loose skin syndrome
1780,Thakker-Donnai syndrome
1782,Dysosteosclerosis
1784,Acrofrontofacionasal dysostosis
1786,"Acrofacial dysostosis, Catania type"
1787,"Acrofacial dysostosis, Palagonia type"
1788,"Acrofacial dysostosis, Rodríguez type"
1790,Hypomandibular faciocranial dysostosis
1791,Frontofacionasal dysplasia
1794,Oculomaxillofacial dysostosis
1797,Autosomal dominant spondylocostal dysostosis
1798,Craniofacial dysostosis-diaphyseal hyperplasia syndrome
1799,Familial developmental dysphasia
1801,Kyphomelic dysplasia
1802,Ghosal hematodiaphyseal dysplasia
1803,Thoracomelic dysplasia
1806,Ectodermal dysplasia-blindness syndrome
1807,Focal facial dermal dysplasia type III
1808,"Hidrotic ectodermal dysplasia, Christianson-Fourie type"
1809,"Hidrotic ectodermal dysplasia, Halal type"
1810,Autosomal dominant hypohidrotic ectodermal dysplasia
1811,Odontomicronychial dysplasia
1812,Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome
1816,Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome
1818,"Ectodermal dysplasia, trichoodontoonychial type"
1822,Dysplasia epiphysealis hemimelica
1824,Lowry-Wood syndrome
1825,Epiphyseal dysplasia-hearing loss-dysmorphism syndrome
1826,Frontometaphyseal dysplasia
1827,Acromelic frontonasal dysplasia
1830,Schimke immuno-osseous dysplasia
1832,Osteosclerotic bone dysplasia
1834,Axial mesodermal dysplasia spectrum
1836,"Mesomelic dysplasia, Kantaputra type"
1837,"Metaphyseal chondrodysplasia, Rosenberg type"
1839,Hereditary mucoepithelial dysplasia
1842,"Bone dysplasia, lethal Holmgren type"
1848,"Renal agenesis, bilateral"
1851,Multicystic dysplastic kidney
1852,X-linked retinal dysplasia
1855,Spondyloenchondrodysplasia
1856,Spondyloperipheral dysplasia-short ulna syndrome
1858,Skeletal dysplasia-epilepsy-short stature syndrome
1860,Thanatophoric dysplasia type 1
1861,Thoracic dysplasia-hydrocephalus syndrome
1865,"Dyssegmental dysplasia, Silverman-Handmaker type"
1866,"Focal, segmental or multifocal dystonia"
1867,"Hereditary bullous dystrophy, macular type"
1871,Progressive cone dystrophy
1872,Cone rod dystrophy
1873,Jalili syndrome
1875,Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome
1876,Oculogastrointestinal muscular dystrophy
1878,TRIM32-related limb-girdle muscular dystrophy R8
1879,Melorheostosis with osteopoikilosis
1880,Ebstein malformation of the tricuspid valve
1882,Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome
1883,Ectodermal dysplasia-sensorineural deafness syndrome
