class_hchId,ORPHAcode,preferredTerm
181,3137,Alpha-N-acetylgalactosaminidase deficiency
181,618891,Chronic neurovisceral acid sphingomyelinase deficiency
181,585,Multiple sulfatase deficiency
181,333,Farber disease
181,206443,Late-infantile/juvenile Krabbe disease
181,206448,Adult Krabbe disease
181,206436,Infantile Krabbe disease
181,487,Krabbe disease
181,324,Fabry disease
181,309256,"Metachromatic leukodystrophy, late infantile form"
181,309263,"Metachromatic leukodystrophy, juvenile form"
181,309271,"Metachromatic leukodystrophy, adult form"
181,512,Metachromatic leukodystrophy
181,216972,"Niemann-Pick disease type C, severe perinatal form"
181,216975,"Niemann-Pick disease type C, severe early infantile neurologic onset"
181,216978,"Niemann-Pick disease type C, late infantile neurologic onset"
181,216981,"Niemann-Pick disease type C, juvenile neurologic onset"
181,216986,"Niemann-Pick disease type C, adult neurologic onset"
181,646,Niemann-Pick disease type C
181,77260,Gaucher disease type 2
181,77261,Gaucher disease type 3
181,77292,Infantile neurovisceral acid sphingomyelinase deficiency
181,139406,Encephalopathy due to prosaposin deficiency
181,79255,GM1 gangliosidosis type 1
181,79256,GM1 gangliosidosis type 2
181,79257,GM1 gangliosidosis type 3
181,354,GM1 gangliosidosis
181,309155,"Sandhoff disease, infantile form"
181,309162,"Sandhoff disease, juvenile form"
181,309169,"Sandhoff disease, adult form"
181,796,Sandhoff disease
181,309178,"Tay-Sachs disease, infantile form"
181,309185,"Tay-Sachs disease, juvenile form"
181,309192,"Tay-Sachs disease, adult form"
181,845,Tay-Sachs disease
181,309246,"GM2 gangliosidosis, AB variant"
181,309152,GM2 gangliosidosis
181,309144,Gangliosidosis
181,371442,Sphingolipidosis with epilepsy
181,225681,Lysosomal disease with epilepsy
181,912,Zellweger syndrome
181,44,Neonatal adrenoleukodystrophy
181,2971,Peroxisomal acyl-CoA oxidase deficiency
181,139396,X-linked cerebral adrenoleukodystrophy
181,139399,Adrenomyeloneuropathy
181,43,X-linked adrenoleukodystrophy
181,309803,Rhizomelic chondrodysplasia punctata type 3
181,309789,Rhizomelic chondrodysplasia punctata type 1
181,309796,Rhizomelic chondrodysplasia punctata type 2
181,468717,Rhizomelic chondrodysplasia punctata type 5
181,177,Rhizomelic chondrodysplasia punctata
181,772,Infantile Refsum disease
181,438178,Fatty acyl-CoA reductase 1 deficiency
181,225686,Peroxisomal disease with epilepsy
181,314911,Severe Canavan disease
181,314918,Mild Canavan disease
181,141,Canavan disease
181,394,Homocystinuria due to cystathionine beta-synthase deficiency
181,99731,Isolated sulfite oxidase deficiency
181,308386,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A
181,308393,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B
181,308400,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C
181,99732,Sulfite oxidase deficiency due to molybdenum cofactor deficiency
181,833,Encephalopathy due to sulfite oxidase deficiency
181,79253,Mild phenylketonuria
181,79254,Classic phenylketonuria
181,79651,Mild hyperphenylalaninemia
181,293284,Tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria
181,716,Phenylketonuria
181,79314,L-2-hydroxyglutaric aciduria
181,79315,D-2-hydroxyglutaric aciduria
181,356978,"D,L-2-hydroxyglutaric aciduria"
181,19,2-hydroxyglutaric aciduria
181,289857,Neonatal glycine encephalopathy
181,289860,Infantile glycine encephalopathy
181,289863,Atypical glycine encephalopathy
181,407,Glycine encephalopathy
181,419,Hyperprolinemia type 1
181,79101,Hyperprolinemia type 2
181,79157,2-methylbutyryl-CoA dehydrogenase deficiency
181,308410,Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency
181,309147,Hyper-beta-alaninemia
181,557064,Neonatal epileptic encephalopathy due to glutaminase deficiency
181,505216,3-methylglutaconic aciduria type 9
181,225689,Amino acid or protein metabolism disease with epilepsy
181,905,Wilson disease
181,565,Menkes disease
181,225692,Metal transport or utilization disorder with epilepsy
181,868,Triose phosphate-isomerase deficiency
181,35706,Glutaric acidemia type 3
181,71212,Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency
181,382,Guanidinoacetate methyltransferase deficiency
181,35704,L-Arginine:glycine amidinotransferase deficiency
181,52503,X-linked creatine transporter deficiency
181,79172,Creatine deficiency syndrome
181,480,Kearns-Sayre syndrome
181,550,MELAS
181,644,NARP syndrome
181,2394,Pyruvate dehydrogenase E3 deficiency
181,79243,Pyruvate dehydrogenase E1-alpha deficiency
181,79244,Pyruvate dehydrogenase E2 deficiency
181,79246,Pyruvate dehydrogenase phosphatase deficiency
181,255138,Pyruvate dehydrogenase E1-beta deficiency
181,255182,Pyruvate dehydrogenase E3-binding protein deficiency
181,765,Pyruvate dehydrogenase deficiency
181,31,Oxoglutaric aciduria
181,726,Alpers-Huttenlocher syndrome
181,24,Fumaric aciduria
181,298,Mitochondrial neurogastrointestinal encephalomyopathy
181,1168,Ataxia-oculomotor apraxia type 1
181,139485,Autosomal recessive ataxia due to ubiquinone deficiency
181,254898,Deafness-encephaloneuropathy-obesity-valvulopathy syndrome
181,280406,Familial steroid-resistant nephrotic syndrome with sensorineural deafness
181,319678,Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome
181,457185,Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome
181,658778,COQ7-related distal hereditary motor neuropathy
181,35656,Coenzyme Q10 deficiency
181,70595,Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome
181,85282,MEHMO syndrome
181,70472,"Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type"
181,447795,Lipoyl transferase 2 deficiency
181,506,Leigh syndrome
181,401859,Lipoic acid synthetase deficiency
181,2609,Isolated complex I deficiency
181,225700,Mitochondrial disease with epilepsy
181,225696,Energy metabolism disorder with epilepsy
181,675775,Severe congenital myelofibrosis-pancytopenia-intellectual disability-neurologic and ophthalmic abnormalities syndrome
181,22,Succinic semialdehyde dehydrogenase deficiency
181,3006,Pyridoxine-dependent epilepsy
181,2066,Gamma-aminobutyric acid transaminase deficiency
181,65287,Beta-ureidopropionase deficiency
181,79096,Pyridoxal phosphate-responsive seizures
181,3197,Hereditary hyperekplexia
181,79097,Folinic acid-responsive seizures
181,132,Hereditary butyrylcholinesterase deficiency
181,79219,Metabolic disease involving other neurotransmitter deficiency
181,225707,Metabolic neurotransmission anomaly with epilepsy
181,909,Cerebrotendinous xanthomatosis
181,225710,Sterol metabolism disorder with epilepsy
181,2388,Choreoacanthocytosis
181,59306,McLeod neuroacanthocytosis syndrome
181,71277,Classic glucose transporter type 1 deficiency syndrome
181,319651,Constitutional megaloblastic anemia with severe neurologic disease
181,46,Adenylosuccinate lyase deficiency
181,480864,Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome
181,457375,ITPA-related lethal infantile neurological disorder with cataract and cardiac involvement
181,395,Homocystinuria due to methylene tetrahydrofolate reductase deficiency
181,217382,Neurodegenerative syndrome due to cerebral folate transport deficiency
181,597874,MTHFS-related developmental delay-microcephaly-short stature-epilepsy syndrome
181,225713,Other metabolic disease with epilepsy
181,79322,DPM1-CDG
181,79323,MPDU1-CDG
181,79326,ALG2-CDG
181,79327,ALG1-CDG
181,79328,ALG9-CDG
181,79330,MOGS-CDG
181,79333,COG7-CDG
181,83639,Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency
181,86309,DPAGT1-CDG
181,95428,COG8-CDG
181,99843,Leukocyte adhesion deficiency type II
181,238459,SLC35A1-CDG
181,244310,RFT1-CDG
181,263501,COG4-CDG
181,280071,ALG11-CDG
181,280633,Multiple congenital anomalies-hypotonia-seizures syndrome
181,300496,Multiple congenital anomalies-hypotonia-seizures syndrome type 2
181,324422,ALG13-CDG
181,329178,Congenital muscular dystrophy with intellectual disability and severe epilepsy
181,356961,SLC35A2-CDG
181,2834,Wrinkly skin syndrome
181,357074,"Autosomal recessive cutis laxa type 2, classic type"
181,357058,Autosomal recessive cutis laxa type 2A
181,370921,STT3A-CDG
181,370924,STT3B-CDG
181,370927,SSR4-CDG
181,370933,GM3 synthase deficiency
181,370943,Autism spectrum disorder-epilepsy-arthrogryposis syndrome
181,3474,CHIME syndrome
181,79318,PMM2-CDG
181,79320,ALG6-CDG
181,79321,ALG3-CDG
181,488635,Early-onset epilepsy-intellectual disability-brain anomalies syndrome
181,466926,Seizures-scoliosis-macrocephaly syndrome
181,371071,Congenital disorder of glycosylation with epilepsy as a major feature
181,166481,Metabolic diseases with epilepsy
181,117,Behçet disease
181,797,Sarcoidosis
181,900,Granulomatosis with polyangiitis
181,1214,Progressive hemifacial atrophy
181,1459,Celiac disease-epilepsy-cerebral calcification syndrome
181,1929,Rasmussen subacute encephalitis
181,83467,Morvan syndrome
181,93552,Pediatric systemic lupus erythematosus
181,624166,Non-specific autoimmune supratentorial encephalitis with characteristic antibodies
181,624178,Non-specific autoimmune supratentorial encephalitis without characteristic antibodies
181,166484,Inflammatory and autoimmune disease with epilepsy
181,1062,Hereditary neurocutaneous malformation
181,166487,Cerebral diseases of vascular origin with epilepsy
181,290,Congenital rubella syndrome
181,858,Congenital toxoplasmosis
181,2806,Subacute sclerosing leukoencephalitis
181,294,Fetal cytomegalovirus syndrome
181,1930,Herpes simplex virus encephalitis
181,297,Tick-borne encephalitis
181,33475,Meningococcal meningitis
181,55655,Pneumococcal meningitis
181,79139,Japanese encephalitis
181,83476,West-Nile encephalitis
181,83482,Mycoplasma encephalitis
181,83483,La Crosse encephalitis
181,83484,St. Louis encephalitis
181,83593,Western equine encephalitis
181,83594,Eastern equine encephalitis
181,83595,Colorado tick fever
181,592894,Acute disseminated encephalomyelitis with anti-MOG antibodies
181,592900,Acute disseminated encephalomyelitis without anti-MOG antibodies
181,83597,Acute disseminated encephalomyelitis
181,83600,Encephalitis lethargica
181,83616,Rubella panencephalitis
181,157823,Klüver-Bucy syndrome
181,637051,Borna virus encephalitis
181,166490,Infectious disease with epilepsy
181,101998,Rare epilepsy
181,623801,Acute flaccid myelitis
181,2285,Primary basilar invagination
181,2585,Ataxia-pancytopenia syndrome
181,99858,Idiopathic syringomyelia
181,370034,Familial syringomyelia
181,99856,Primary syringomyelia
181,99857,Secondary syringomyelia
181,3280,Syringomyelia
181,831,Congenital cervical spinal stenosis
181,90021,Radiation myelitis
181,592873,Acute transverse myelitis with anti-MOG antibodies
181,139423,Idiopathic acute transverse myelitis
181,139417,Acute transverse myelitis
181,102000,Medullar disease
181,502423,Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome
181,98772,Spinocerebellar ataxia type 19/22
181,98773,Spinocerebellar ataxia type 21
181,101108,Spinocerebellar ataxia type 23
181,101109,Spinocerebellar ataxia type 28
181,101110,Spinocerebellar ataxia type 20
181,101111,Spinocerebellar ataxia type 25
181,208513,Spinocerebellar ataxia type 29
181,276183,Spinocerebellar ataxia type 32
181,276193,Spinocerebellar ataxia type 35
181,276198,Spinocerebellar ataxia type 36
181,314404,Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome
181,314647,Non-progressive cerebellar ataxia with intellectual disability
181,363710,Spinocerebellar ataxia type 37
181,423275,Spinocerebellar ataxia type 40
181,1955,Spinocerebellar ataxia type 34
181,1171,Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
181,98755,Spinocerebellar ataxia type 1
181,98756,Spinocerebellar ataxia type 2
181,276238,Machado-Joseph disease type 1
181,276241,Machado-Joseph disease type 2
181,276244,Machado-Joseph disease type 3
181,98757,Spinocerebellar ataxia type 3
181,98759,Spinocerebellar ataxia type 17
181,98760,Spinocerebellar ataxia type 8
181,98762,Spinocerebellar ataxia type 12
181,98763,Spinocerebellar ataxia type 14
181,98764,Spinocerebellar ataxia type 27A
181,98765,Spinocerebellar ataxia type 4
181,98768,Spinocerebellar ataxia type 13
181,98769,Spinocerebellar ataxia type 15/16
181,98771,Spinocerebellar ataxia type 18
181,497764,Spinocerebellar ataxia type 43
181,589522,Spinocerebellar ataxia type 46
181,631103,Spinocerebellar ataxia type 48
181,675216,Spinocerebellar ataxia type 27B
181,631106,Spinocerebellar ataxia type 49
181,94145,Autosomal dominant cerebellar ataxia type I
181,589527,Spinocerebellar ataxia type 45
181,631095,Spinocerebellar ataxia type 44
181,98758,Spinocerebellar ataxia type 6
181,98766,Spinocerebellar ataxia type 5
181,98767,Spinocerebellar ataxia type 11
181,101112,Spinocerebellar ataxia type 26
181,211017,Spinocerebellar ataxia type 30
181,217012,Spinocerebellar ataxia type 31
181,423296,Spinocerebellar ataxia type 38
181,458798,Spinocerebellar ataxia type 41
181,458803,Spinocerebellar ataxia type 42
181,94148,Autosomal dominant cerebellar ataxia type III
181,101,Dentatorubral pallidoluysian atrophy
181,98761,Spinocerebellar ataxia type 10
181,94149,Autosomal dominant cerebellar ataxia type IV
181,94147,Spinocerebellar ataxia type 7
181,208508,Autosomal dominant cerebellar ataxia type II
181,642747,PUM1-related cerebellar ataxia
181,99,Autosomal dominant cerebellar ataxia
181,1178,Ataxia-tapetoretinal degeneration syndrome
181,1173,Cerebellar ataxia-hypogonadism syndrome
181,1180,Ataxia-hypogonadism-choroidal dystrophy syndrome
181,1185,Spinocerebellar ataxia-dysmorphism syndrome
181,1368,Cataract-ataxia-deafness syndrome
181,1399,Richards-Rundle syndrome
181,2274,Ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome
181,2579,Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome
181,2589,Myoclonus-cerebellar ataxia-deafness syndrome
181,3177,Spinocerebellar degeneration-corneal dystrophy syndrome
181,88644,"Autosomal recessive ataxia, Beauce type"
181,1170,Autosomal recessive cerebelloparenchymal disorder type 3
181,1766,Dysequilibrium syndrome
181,83472,CAMOS syndrome
181,94122,"Cerebellar ataxia, Cayman type"
181,2318,Joubert syndrome with oculorenal defect
181,475,Joubert syndrome
181,1454,Joubert syndrome with hepatic defect
181,2754,Orofaciodigital syndrome type 6
181,220493,Joubert syndrome with ocular defect
181,220497,Joubert syndrome with renal defect
181,397715,Joubert syndrome with Jeune asphyxiating thoracic dystrophy
181,140874,Joubert syndrome and related disorders
181,453521,Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency
181,512260,Congenital cerebellar ataxia due to RNU12 mutation
181,98095,Autosomal recessive congenital cerebellar ataxia
181,642965,Autosomal recessive ataxia due to PEX2 deficiency
181,96,Ataxia with vitamin E deficiency
181,14,Abetalipoproteinemia
181,773,Refsum disease
181,94125,Recessive mitochondrial ataxia syndrome
181,247815,Autosomal recessive ataxia due to PEX10 deficiency
181,352641,Autosomal recessive cerebellar ataxia with late-onset spasticity
181,324262,Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency
181,363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency
181,363429,Autosomal recessive cerebellar ataxia-pyramidal signs-nystagmus-oculomotor apraxia syndrome
181,95433,Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome
181,642954,Autosomal recessive ataxia due to PEX16 deficiency
181,98096,Autosomal recessive metabolic cerebellar ataxia
181,100,Ataxia-telangiectasia
181,64753,Spinocerebellar ataxia with axonal neuropathy type 2
181,94124,Spinocerebellar ataxia with axonal neuropathy type 1
181,220295,Xeroderma pigmentosum-Cockayne syndrome complex
181,251347,Ataxia-telangiectasia-like disorder
181,910,Xeroderma pigmentosum
181,420741,RIDDLE syndrome
181,98097,Autosomal recessive cerebellar ataxia due to a DNA repair defect
181,95,Friedreich ataxia
181,1177,Early-onset cerebellar ataxia with retained tendon reflexes
181,1186,Infantile-onset spinocerebellar ataxia
181,559,Marinesco-Sjögren syndrome
181,48431,Congenital cataracts-facial dysmorphism-neuropathy syndrome
181,88628,Posterior column ataxia-retinitis pigmentosa syndrome
181,496756,Early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome
181,98098,Autosomal recessive degenerative and progressive cerebellar ataxia
181,95434,Autosomal recessive cerebellar ataxia-movement disorder syndrome
181,284271,Autosomal recessive cerebellar ataxia-psychomotor delay syndrome
181,459033,Ataxia-oculomotor apraxia type 4
181,2074,Gemignani syndrome
181,504476,Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome
181,466794,Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome
181,98099,Autosomal recessive syndromic cerebellar ataxia
181,284289,Adult-onset autosomal recessive cerebellar ataxia
181,284324,Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia
181,284332,Infantile-onset autosomal recessive nonprogressive cerebellar ataxia
181,352403,Spectrin-associated autosomal recessive cerebellar ataxia
181,412057,Autosomal recessive cerebellar ataxia due to STUB1 deficiency
181,1172,Autosomal recessive cerebellar ataxia
181,99013,Spastic paraplegia type 7
181,97,Familial paroxysmal ataxia
181,79135,Episodic ataxia type 3
181,79136,Episodic ataxia type 4
181,209967,Episodic ataxia type 6
181,209970,Episodic ataxia type 7
181,211067,Episodic ataxia type 5
181,401953,Episodic ataxia with slurred speech
181,211062,Hereditary episodic ataxia
181,1175,X-linked progressive cerebellar ataxia
181,1187,Lethal ataxia with deafness and optic atrophy
181,1188,Ataxia-deafness-intellectual disability syndrome
181,2802,X-linked sideroblastic anemia and spinocerebellar ataxia
181,85292,X-linked spinocerebellar ataxia type 4
181,85297,X-linked spinocerebellar ataxia type 3
181,85338,X-linked intellectual disability-ataxia-apraxia syndrome
181,93256,Fragile X-associated tremor/ataxia syndrome
181,314978,X-linked non progressive cerebellar ataxia
181,247765,X-linked cerebellar ataxia
181,1182,Spastic ataxia with congenital miosis
181,251282,Autosomal dominant spastic ataxia type 1
181,316235,Autosomal dominant spastic ataxia
181,98,Autosomal recessive spastic ataxia of Charlevoix-Saguenay
181,2572,Spastic ataxia-corneal dystrophy syndrome
181,254343,Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome
181,313772,Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome
181,314603,Autosomal recessive spastic ataxia with leukoencephalopathy
181,557056,Spastic ataxia-dysarthria due to glutaminase deficiency
181,527497,NKX6-2-related autosomal recessive hypomyelinating leukodystrophy
181,316240,Autosomal recessive spastic ataxia
181,401866,Childhood-onset spasticity with hyperglycinemia
181,316226,Spastic ataxia
181,445062,Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome
181,2672,Neuhauser-Eichner-Opitz syndrome
181,1184,Ataxia-photosensitivity-short stature syndrome
181,1236,Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome
181,447896,Tremor-ataxia-central hypomyelination syndrome
181,599376,Hypomyelination of early myelinating structures
181,572543,RFVT2-related riboflavin transporter deficiency
181,183518,Hereditary ataxia
181,227510,"Multiple system atrophy, cerebellar type"
181,247234,Sporadic adult-onset ataxia of unknown etiology
181,247239,Non-hereditary degenerative ataxia
181,624268,Non-specific autoimmune cerebellar ataxia without characteristic antibodies
181,623626,Paraneoplastic cerebellar degeneration
181,624244,Postinfectious cerebellitis
181,624259,Non-specific autoimmune cerebellar ataxia with characteristic antibodies
181,623638,Immune-mediated cerebellar ataxia
181,83601,Steroid-responsive encephalopathy associated with autoimmune thyroiditis
181,247245,Superficial siderosis
181,247242,Acquired ataxia
181,102002,Rare ataxia
181,438266,Progressive encephalomyelitis with rigidity and myoclonus
181,443192,Classic stiff person syndrome
181,443804,Focal stiff limb syndrome
181,3198,Stiff person spectrum disorder
181,71517,Rapid-onset dystonia-parkinsonism
181,2828,Young-onset Parkinson disease
181,2379,Early-onset parkinsonism-intellectual disability syndrome
181,53351,X-linked dystonia-parkinsonism
181,75567,Primary progressive freezing gait
181,97349,Postencephalitic parkinsonism
181,97355,Caribbean parkinsonism
181,98933,"Multiple system atrophy, parkinsonian type"
181,171695,Parkinsonian-pyramidal syndrome
181,178509,Perry syndrome
181,199351,Adult-onset dystonia-parkinsonism
181,210571,Dystonia 16
181,228169,Autosomal dominant striatal neurodegeneration
181,238455,Infantile dystonia-parkinsonism
181,306669,Hemiparkinsonism-hemiatrophy syndrome
181,309854,Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome
181,306674,Kufor-Rakeb syndrome
181,514980,ATP13A2-related parkinsonism
181,363654,X-linked parkinsonism-spasticity syndrome
181,391411,Atypical juvenile parkinsonism
181,411602,Hereditary late-onset Parkinson disease
181,1980,Bilateral striopallidodentate calcinosis
181,240085,Progressive supranuclear palsy-predominant parkinsonism syndrome
181,611237,Parkinsonism with polyneuropathy
181,454887,Corticobasal syndrome
181,306666,Rare parkinsonian syndrome due to neurodegenerative disease
181,306682,Manganese poisoning
181,306686,Delayed encephalopathy due to carbon monoxide poisoning
181,306692,Cyanide-induced parkinsonism-dystonia
181,306679,Rare parkinsonian syndrome due to intoxication
181,391655,Off-periods in Parkinson disease not responding to oral treatment
181,68402,Rare parkinsonian disorder
181,71519,Psychogenic movement disorders
181,238722,Familial congenital mirror movements
181,3464,Woodhouse-Sakati syndrome
181,48818,Aceruloplasminemia
181,157846,Neuroferritinopathy
181,216866,Classic pantothenate kinase-associated neurodegeneration
181,216873,Atypical pantothenate kinase-associated neurodegeneration
181,157850,Pantothenate kinase-associated neurodegeneration
181,289560,Mitochondrial membrane protein-associated neurodegeneration
181,329284,Beta-propeller protein-associated neurodegeneration
181,35069,Infantile neuroaxonal dystrophy
181,329303,PLA2G6-associated neurodegeneration
181,329308,Fatty acid hydroxylase-associated neurodegeneration
181,397725,COASY protein-associated neurodegeneration
181,385,Neurodegeneration with brain iron accumulation
181,204,Sporadic Creutzfeldt-Jakob disease
181,2289,Neuronal intranuclear inclusion disease
181,225147,Sporadic infantile bilateral striatal necrosis
181,225154,Familial infantile bilateral striatal necrosis
181,1576,Infantile bilateral striatal necrosis
181,102,Multiple system atrophy
181,157946,Huntington disease-like 3
181,98934,Huntington disease-like 2
181,263440,Neuroacanthocytosis
181,282166,Inherited Creutzfeldt-Jakob disease
181,240094,Progressive supranuclear palsy-pure akinesia with gait freezing syndrome
181,240103,Progressive supranuclear palsy-corticobasal syndrome
181,240112,Progressive supranuclear palsy-progressive non-fluent aphasia syndrome
181,99750,Atypical progressive supranuclear palsy syndrome
181,240071,Classic progressive supranuclear palsy syndrome
181,683,Progressive supranuclear palsy
181,100070,Progressive non-fluent aphasia
181,275864,Behavioral variant of frontotemporal dementia
181,275872,Frontotemporal dementia with motor neuron disease
181,306708,Frontotemporal neurodegeneration with movement disorder
181,401768,Proximal myopathy with extrapyramidal signs
181,576370,Variant Creutzfeldt-Jakob disease
181,576379,Iatrogenic Creutzfeldt-Jakob disease
181,454700,Acquired Creutzfeldt-Jakob disease
181,454745,Kuru
181,454742,Variably protease-sensitive prionopathy
181,500180,Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder
181,306695,Miscellaneous movement disorder due to neurodegenerative disease
181,1179,Benign paroxysmal tonic upgaze of childhood with ataxia
181,71272,Sandifer syndrome
181,98809,Paroxysmal kinesigenic dyskinesia
181,98810,Paroxysmal non-kinesigenic dyskinesia
181,98811,Paroxysmal exertion-induced dyskinesia
181,1431,Paroxysmal dyskinesia
181,53583,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity
181,71518,Benign paroxysmal torticollis of infancy
181,200037,Paroxysmal dystonia
181,324588,Familial dyskinesia and facial myokymia
181,306768,Rare paroxysmal movement disorder
181,306776,Sporadic hyperekplexia
181,306773,Hyperekplexia
181,617440,Painful legs and moving toes syndrome
181,521406,Dystonia-parkinsonism-hypermanganesemia syndrome
181,101150,Autosomal recessive dopa-responsive dystonia
181,70594,Dopa-responsive dystonia due to sepiapterin reductase deficiency
181,98808,Autosomal dominant dopa-responsive dystonia
181,255,Dopa-responsive dystonia
181,36899,Myoclonus-dystonia syndrome
181,352649,Brain dopamine-serotonin vesicular transport disease
181,370109,Ataxia-telangiectasia variant
181,412217,Dystonia-aphonia syndrome
181,508093,MEPAN syndrome
181,508523,Hyperphenylalaninemia due to DNAJC12 deficiency
181,589618,Dystonia 28
181,391711,Persistent combined dystonia
181,98203,Combined dystonia
181,93958,Oromandibular dystonia
181,93964,Blepharospasm-oromandibular dystonia syndrome
181,98805,"Primary dystonia, DYT4 type"
181,98807,"Primary dystonia, DYT13 type"
181,99657,"Primary dystonia, DYT2 type"
181,329466,"Autosomal dominant focal dystonia, DYT25 type"
181,370103,"Primary dystonia, DYT17 type"
181,420485,Cranio-cervical dystonia with laryngeal and upper-limb involvement
181,420492,"Adult-onset cervical dystonia, DYT23 type"
181,464440,"Primary dystonia, DYT27 type"
181,494526,Infantile-onset generalized dyskinesia with orofacial involvement
181,1866,"Focal, segmental or multifocal dystonia"
181,256,Early-onset generalized limb-onset dystonia
181,98806,"Primary dystonia, DYT6 type"
181,306734,"Primary dystonia, DYT21 type"
181,376724,Generalized isolated dystonia
181,156159,Isolated dystonia
181,306741,Hemidystonia-hemiatrophy syndrome
181,79107,Developmental malformations-deafness-dystonia syndrome
181,369939,Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome
181,497906,Childhood-onset basal ganglia degeneration syndrome
181,597623,IRF2BPL-related regressive neurodevelopmental disorder-dystonia-seizures syndrome
181,660012,Developmental delay-language impairment-dopa responsive dystonia-parkinsonism syndrome due to a NR4A2 point mutation
181,1617,Developmental delay-language impairment-dopa responsive dystonia-parkinsonism syndrome due to 2q24 microdeletion
181,660017,Developmental delay-language impairment-dopa responsive dystonia-parkinsonism syndrome
181,370106,Rare disorder with dystonia and other neurologic or systemic manifestation
181,68363,Rare dystonia
181,3350,Tremor-nystagmus-duodenal ulcer syndrome
181,53372,Hereditary geniospasm
181,66633,Sensorineural hearing loss-early graying-essential tremor syndrome
181,238606,Primary orthostatic tremor
181,457212,Progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome
181,306712,Rare tremor disorder
181,494541,Childhood-onset benign chorea with striatal involvement
181,399,Huntington disease
181,1429,Benign hereditary chorea
181,157941,Huntington disease-like 1
181,209905,Brain-lung-thyroid syndrome
181,248111,Juvenile Huntington disease
181,401901,Huntington disease-like syndrome due to C9ORF72 expansions
181,306719,Neurodegenerative disease with chorea
181,66624,PANDAS
181,306731,Sydenham chorea
181,306727,Postinfectious autoimmune disease with chorea
181,369847,Intellectual disability-hyperkinetic movement-truncal ataxia syndrome
181,306715,Rare choreic movement disorder
181,319189,Familial cortical myoclonus
181,221083,Hemifacial spasm
181,306750,Primary myoclonus
181,3452,Whipple disease
181,1183,Opsoclonus-myoclonus syndrome
181,306759,Non progressive epilepsy and/or ataxia with myoclonus as a major feature
181,306756,Epilepsy and/or ataxia with myoclonus as a major feature
181,306753,Rare disease with myoclonus as a major feature
181,306747,Rare myoclonus
181,904,Williams syndrome
181,306765,Motor stereotypies
181,522077,Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome
181,494457,Rare hyperkinetic movement disorder
181,102003,Rare movement disorder
181,137817,Arachnoiditis
181,137929,Neonatal brainstem dysfunction
181,178506,"Brain calcification, Rajab type"
181,499085,Chronic relapsing inflammatory optic neuritis
181,659634,Relapsing isolated optic neuritis
181,659626,Single isolated optic neuritis
181,499096,Isolated optic neuritis
181,98916,Acute inflammatory demyelinating polyradiculoneuropathy
181,98917,Acute motor and sensory axonal neuropathy
181,98918,Acute motor axonal neuropathy
181,79138,Bickerstaff brainstem encephalitis
181,98919,Miller Fisher syndrome
181,231426,Pharyngeal-cervical-brachial variant of Guillain-Barré syndrome
181,480701,Facial diplegia with paresthesias
181,231416,Regional variant of Guillain-Barré syndrome
181,231445,Paraparetic variant of Guillain-Barré syndrome
181,231450,Acute pure sensory neuropathy
181,231457,Acute pandysautonomia
181,231466,Acute sensory ataxic neuropathy
181,231419,Functional variant of Guillain-Barré syndrome
