data,AverageAgeOfOnset,Date,DisorderGroup,ORPHAcode,OrphanetURL,Preferred term,TypeOfInheritance,Typology
93329,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93329,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93329,Autosomal recessive omodysplasia,['Autosomal recessive'],Clinical subtype
93333,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93333,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93333,Pelviscapular dysplasia,['Autosomal recessive'],Malformation syndrome
93334,['Antenatal'],2024-12-03 07:13:23,Disorder,93334,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93334,Postaxial polydactyly type A,['Autosomal recessive'],Morphological anomaly
93335,['Antenatal'],2024-12-03 07:13:23,Disorder,93335,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93335,Postaxial polydactyly type B,,Morphological anomaly
93336,,2024-12-03 07:13:23,Disorder,93336,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93336,Polydactyly of a triphalangeal thumb,['Autosomal dominant'],Morphological anomaly
93337,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93337,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93337,Polydactyly of an index finger,['Autosomal dominant'],Morphological anomaly
93338,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93338,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93338,Polysyndactyly,['Autosomal dominant'],Morphological anomaly
93339,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93339,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93339,Polydactyly of a biphalangeal thumb and/or hallux,['Autosomal dominant'],Morphological anomaly
93346,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93346,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93346,"Spondyloepimetaphyseal dysplasia congenita, Strudwick type",['Autosomal dominant'],Disease
93347,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,93347,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93347,Anauxetic dysplasia,['Autosomal recessive'],Disease
93349,,2024-12-03 07:13:23,Disorder,93349,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93349,X-linked spondyloepimetaphyseal dysplasia,['X-linked recessive'],Disease
93351,['Childhood'],2024-12-03 07:13:23,Disorder,93351,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93351,"Spondyloepimetaphyseal dysplasia, Irapa type",['Autosomal recessive'],Disease
93352,"['Antenatal', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93352,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93352,"Spondyloepimetaphyseal dysplasia, Shohat type",,Disease
93356,"['Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,93356,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93356,"Spondyloepimetaphyseal dysplasia, Missouri type",['Autosomal dominant'],Disease
93357,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93357,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93357,SPONASTRIME dysplasia,['Autosomal recessive'],Disease
93358,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93358,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93358,Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome,['Autosomal recessive'],Disease
93360,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93360,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93360,"Spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type",['Autosomal dominant'],Disease
93372,['All ages'],2024-12-03 07:13:23,Subtype of disorder,93372,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93372,Familial hypocalciuric hypercalcemia type 1,['Autosomal dominant'],Etiological subtype
93382,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93382,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93382,Brachydactyly type A6,['Autosomal dominant'],Malformation syndrome
93383,['Antenatal'],2024-12-03 07:13:23,Disorder,93383,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93383,Brachydactyly type B,['Autosomal dominant'],Malformation syndrome
93384,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93384,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93384,Brachydactyly type C,"['Autosomal dominant', 'Autosomal recessive']",Malformation syndrome
93387,['Antenatal'],2024-12-03 07:13:23,Disorder,93387,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93387,Brachydactyly type E,['Autosomal dominant'],Malformation syndrome
93388,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93388,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93388,Brachydactyly type A1,['Autosomal dominant'],Malformation syndrome
93394,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93394,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93394,Brachydactyly type A4,['Autosomal dominant'],Malformation syndrome
93396,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93396,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93396,Brachydactyly type A2,['Autosomal dominant'],Malformation syndrome
93397,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93397,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93397,Brachydactyly type A7,,Malformation syndrome
93398,['Childhood'],2024-12-03 07:13:23,Disorder,93398,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93398,Genochondromatosis type 2,,Disease
93399,['Adolescent'],2024-12-03 07:13:23,Subtype of disorder,93399,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93399,Juvenile sialidosis type 2,['Autosomal recessive'],Clinical subtype
93400,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93400,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93400,Congenital sialidosis type 2,['Autosomal recessive'],Clinical subtype
93402,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93402,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93402,Syndactyly type 1,['Autosomal dominant'],Morphological anomaly
93403,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93403,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93403,Syndactyly type 2,['Autosomal dominant'],Morphological anomaly
93404,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93404,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93404,Syndactyly type 3,['Autosomal dominant'],Morphological anomaly
93405,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93405,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93405,Syndactyly type 4,['Autosomal dominant'],Morphological anomaly
93406,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93406,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93406,Syndactyly type 5,['Autosomal dominant'],Morphological anomaly
93409,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93409,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93409,"Brachydactyly-syndactyly, Zhao type",['Autosomal dominant'],Malformation syndrome
93473,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93473,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93473,Hurler syndrome,['Autosomal recessive'],Clinical subtype
93474,"['Adolescent', 'Adult', 'Childhood']",2024-12-03 07:13:23,Subtype of disorder,93474,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93474,Scheie syndrome,['Autosomal recessive'],Clinical subtype
93476,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93476,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93476,Hurler-Scheie syndrome,['Autosomal recessive'],Clinical subtype
93552,"['Adolescent', 'Childhood', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93552,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93552,Pediatric systemic lupus erythematosus,['Not applicable'],Disease
93554,['All ages'],2024-12-03 07:13:23,Subtype of disorder,93554,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93554,Mixed cryoglobulinemia type II,,Etiological subtype
93555,['All ages'],2024-12-03 07:13:23,Subtype of disorder,93555,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93555,Mixed cryoglobulinemia type III,,Etiological subtype
93560,,2024-12-03 07:13:23,Subtype of disorder,93560,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93560,AApoAI amyloidosis,['Autosomal dominant'],Clinical subtype
93561,,2024-12-03 07:13:23,Subtype of disorder,93561,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93561,ALys amyloidosis,['Autosomal dominant'],Clinical subtype
93562,,2024-12-03 07:13:23,Subtype of disorder,93562,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93562,AFib amyloidosis,['Autosomal dominant'],Clinical subtype
93568,"['Adolescent', 'Childhood']",2024-12-03 07:13:23,Disorder,93568,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93568,Juvenile polymyositis,,Disease
93571,['Childhood'],2024-12-03 07:13:23,Subtype of disorder,93571,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93571,Dense deposit disease,['Autosomal recessive'],Histopathological subtype
93583,"['Adult', 'Childhood', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93583,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93583,Congenital thrombotic thrombocytopenic purpura,['Autosomal recessive'],Clinical subtype
93585,['All ages'],2024-12-03 07:13:23,Subtype of disorder,93585,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93585,Immune-mediated thrombotic thrombocytopenic purpura,['Multigenic/multifactorial'],Clinical subtype
93589,,2024-12-03 07:13:23,Subtype of disorder,93589,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93589,Late-onset nephronophthisis,['Autosomal recessive'],Clinical subtype
93591,"['Antenatal', 'Childhood', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93591,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93591,Infantile nephronophthisis,['Autosomal recessive'],Clinical subtype
93592,,2024-12-03 07:13:23,Subtype of disorder,93592,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93592,Juvenile nephronophthisis,['Autosomal recessive'],Clinical subtype
93598,['All ages'],2024-12-03 07:13:23,Subtype of disorder,93598,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93598,Primary hyperoxaluria type 1,['Autosomal recessive'],Clinical subtype
93599,['Childhood'],2024-12-03 07:13:23,Subtype of disorder,93599,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93599,Primary hyperoxaluria type 2,['Autosomal recessive'],Clinical subtype
93600,"['Childhood', 'Infancy']",2024-12-03 07:13:23,Subtype of disorder,93600,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93600,Primary hyperoxaluria type 3,['Autosomal recessive'],Clinical subtype
93601,,2024-12-03 07:13:23,Subtype of disorder,93601,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93601,Xanthinuria type I,['Autosomal recessive'],Etiological subtype
93602,,2024-12-03 07:13:23,Subtype of disorder,93602,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93602,Xanthinuria type II,['Autosomal recessive'],Etiological subtype
93605,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",2024-12-03 07:13:23,Subtype of disorder,93605,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93605,Bartter syndrome type 3,['Autosomal recessive'],Clinical subtype
93606,['Childhood'],2024-12-03 07:13:23,Disorder,93606,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93606,Nephrogenic syndrome of inappropriate antidiuresis,['X-linked recessive'],Disease
93607,['Childhood'],2024-12-03 07:13:23,Subtype of disorder,93607,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93607,Autosomal recessive proximal renal tubular acidosis,['Autosomal recessive'],Clinical subtype
93608,"['Adolescent', 'Adult']",2024-12-03 07:13:23,Subtype of disorder,93608,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93608,Autosomal dominant distal renal tubular acidosis,['Autosomal dominant'],Clinical subtype
93610,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93610,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93610,Distal renal tubular acidosis with anemia,['Autosomal dominant'],Clinical subtype
93612,,2024-12-03 07:13:23,Subtype of disorder,93612,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93612,Cystinuria type A,['Autosomal recessive'],Etiological subtype
93613,,2024-12-03 07:13:23,Subtype of disorder,93613,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93613,Cystinuria type B,['Semi-dominant'],Etiological subtype
93616,['All ages'],2024-12-03 07:13:23,Subtype of disorder,93616,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93616,Hemoglobin H disease,['Autosomal recessive'],Clinical subtype
93622,['Childhood'],2024-12-03 07:13:23,Subtype of disorder,93622,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93622,Dent disease type 1,['X-linked recessive'],Clinical subtype
93623,"['Childhood', 'Infancy']",2024-12-03 07:13:23,Subtype of disorder,93623,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93623,Dent disease type 2,['X-linked recessive'],Clinical subtype
93672,"['Adolescent', 'Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,93672,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93672,Juvenile dermatomyositis,['Not applicable'],Disease
93685,['All ages'],2024-12-03 07:13:23,Subtype of disorder,93685,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93685,Unicentric Castleman disease,,Clinical subtype
93921,"['Adult', 'Elderly']",2024-12-03 07:13:23,Disorder,93921,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93921,Full schwannomatosis,['Autosomal dominant'],Disease
93924,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93924,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93924,Lobar holoprosencephaly,"['Multigenic/multifactorial', 'Not applicable']",Clinical subtype
93925,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93925,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93925,Alobar holoprosencephaly,"['Multigenic/multifactorial', 'Not applicable']",Clinical subtype
93926,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93926,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93926,Midline interhemispheric variant of holoprosencephaly,"['Multigenic/multifactorial', 'Not applicable']",Clinical subtype
93928,"['Antenatal', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93928,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93928,Isolated epispadias,['Multigenic/multifactorial'],Clinical subtype
93929,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93929,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93929,Cloacal exstrophy,['Multigenic/multifactorial'],Clinical subtype
93930,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93930,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93930,Bladder exstrophy,['Multigenic/multifactorial'],Clinical subtype
93932,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,93932,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93932,FG syndrome type 1,['X-linked recessive'],Disease
93938,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93938,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93938,Laryngotracheoesophageal cleft type 1,,Clinical subtype
93939,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93939,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93939,Laryngotracheoesophageal cleft type 2,,Clinical subtype
93940,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93940,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93940,Laryngotracheoesophageal cleft type 3,,Clinical subtype
93941,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93941,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93941,Laryngotracheoesophageal cleft type 4,,Clinical subtype
93945,['Infancy'],2024-12-03 07:13:23,Subtype of disorder,93945,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93945,"X-linked intellectual disability, Porteous type",['X-linked recessive'],Clinical subtype
93946,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93946,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93946,Hamel cerebro-palato-cardiac syndrome,['X-linked recessive'],Clinical subtype
93947,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93947,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93947,"X-linked intellectual disability, Golabi-Ito-Hall type",['X-linked recessive'],Clinical subtype
93950,"['Antenatal', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,93950,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93950,"X-linked intellectual disability, Sutherland-Haan type",['X-linked recessive'],Clinical subtype
93952,['Infancy'],2024-12-03 07:13:23,Disorder,93952,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93952,"X-linked intellectual disability, Hedera type",['X-linked recessive'],Disease
93953,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93953,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93953,Familial thyroglossal duct cyst,,Morphological anomaly
93958,"['Adolescent', 'Adult', 'Childhood', 'Elderly', 'Infancy']",2024-12-03 07:13:23,Disorder,93958,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93958,Oromandibular dystonia,,Disease
93964,"['Adult', 'Elderly']",2024-12-03 07:13:23,Disorder,93964,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93964,Blepharospasm-oromandibular dystonia syndrome,,Disease
93969,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93969,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93969,Open spinal dysraphism with a myelomeningocele,"['Multigenic/multifactorial', 'Not applicable']",Morphological anomaly
93976,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,93976,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93976,Anotia,,Morphological anomaly
94056,['No data available'],2024-12-03 07:13:23,Disorder,94056,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94056,Isolated humero-ulnar synostosis,['Not applicable'],Morphological anomaly
94058,"['Adult', 'Elderly']",2024-12-03 07:13:23,Disorder,94058,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94058,Neovascular glaucoma,['Not applicable'],Particular clinical situation in a disease or syndrome
94059,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",2024-12-03 07:13:23,Disorder,94059,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94059,Uremic pruritus,['Not applicable'],Particular clinical situation in a disease or syndrome
94063,['Childhood'],2024-12-03 07:13:23,Disorder,94063,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94063,12q14 microdeletion syndrome,['Unknown'],Malformation syndrome
94064,"['Childhood', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,94064,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94064,Deafness-infertility syndrome,['Autosomal recessive'],Malformation syndrome
94065,['Childhood'],2024-12-03 07:13:23,Subtype of disorder,94065,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94065,15q24 microdeletion syndrome,"['Not applicable', 'Unknown']",Etiological subtype
94066,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,94066,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94066,Severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia,['Autosomal recessive'],Malformation syndrome
94068,['Neonatal'],2024-12-03 07:13:23,Disorder,94068,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94068,Spondyloepiphyseal dysplasia congenita,['Autosomal dominant'],Disease
94080,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",2024-12-03 07:13:23,Disorder,94080,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94080,Non-functioning paraganglioma,,Disease
94083,['Childhood'],2024-12-03 07:13:23,Disorder,94083,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94083,Partington syndrome,['X-linked recessive'],Malformation syndrome
94086,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,94086,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94086,Blue diaper syndrome,,Disease
94087,['Adult'],2024-12-03 07:13:23,Disorder,94087,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94087,Cytophagic histiocytic panniculitis,['Unknown'],Disease
94088,['All ages'],2024-12-03 07:13:23,Disorder,94088,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94088,Hereditary renal hypouricemia,['Autosomal recessive'],Malformation syndrome
94089,"['Adolescent', 'Childhood', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,94089,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94089,Pseudohypoparathyroidism type 1B,"['Autosomal dominant', 'Not applicable']",Disease
94090,['All ages'],2024-12-03 07:13:23,Disorder,94090,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94090,Pseudohypoparathyroidism type 2,['Not applicable'],Disease
94091,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",2024-12-03 07:13:23,Disorder,94091,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94091,Mills syndrome,,Disease
94093,['All ages'],2024-12-03 07:13:23,Disorder,94093,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94093,Neuroleptic malignant syndrome,['Unknown'],Disease
94122,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,94122,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94122,"Cerebellar ataxia, Cayman type",['Autosomal recessive'],Disease
94124,['Adolescent'],2024-12-03 07:13:23,Disorder,94124,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94124,Spinocerebellar ataxia with axonal neuropathy type 1,['Autosomal recessive'],Disease
94125,"['Adolescent', 'Childhood']",2024-12-03 07:13:23,Disorder,94125,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94125,Recessive mitochondrial ataxia syndrome,['Autosomal recessive'],Disease
94145,['All ages'],2024-12-03 07:13:23,Group of disorders,94145,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94145,Autosomal dominant cerebellar ataxia type I,['Autosomal dominant'],Clinical group
94147,"['Adolescent', 'Adult', 'Childhood', 'Elderly', 'Infancy']",2024-12-03 07:13:23,Disorder,94147,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94147,Spinocerebellar ataxia type 7,['Autosomal dominant'],Disease
94148,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",2024-12-03 07:13:23,Group of disorders,94148,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94148,Autosomal dominant cerebellar ataxia type III,['Autosomal dominant'],Clinical group
94149,,2024-12-03 07:13:23,Group of disorders,94149,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94149,Autosomal dominant cerebellar ataxia type IV,['Autosomal dominant'],Clinical group
94150,,2024-12-03 07:13:23,Subtype of disorder,94150,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94150,Anonychia congenita totalis,['Autosomal recessive'],Clinical subtype
95157,['All ages'],2024-12-03 07:13:23,Group of disorders,95157,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95157,Acute hepatic porphyria,"['Autosomal dominant', 'Autosomal recessive']",Clinical group
95159,['Childhood'],2024-12-03 07:13:23,Disorder,95159,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95159,Hepatoerythropoietic porphyria,['Autosomal recessive'],Disease
95232,"['Antenatal', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,95232,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95232,Lissencephaly due to LIS1 mutation,,Disease
95409,['All ages'],2024-12-03 07:13:23,Disorder,95409,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95409,Acute adrenal insufficiency,"['Autosomal recessive', 'Not applicable', 'X-linked dominant']",Clinical syndrome
95427,['All ages'],2024-12-03 07:13:23,Disorder,95427,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95427,Secondary short bowel syndrome,['Not applicable'],Disease
95428,['Childhood'],2024-12-03 07:13:23,Disorder,95428,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95428,COG8-CDG,['Autosomal recessive'],Disease
95429,['Childhood'],2024-12-03 07:13:23,Disorder,95429,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95429,Angioma serpiginosum,"['Autosomal dominant', 'Not applicable', 'X-linked recessive']",Disease
95430,['Infancy'],2024-12-03 07:13:23,Disorder,95430,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95430,Congenital tracheomalacia,['No data available'],Morphological anomaly
95432,['Adult'],2024-12-03 07:13:23,Group of disorders,95432,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95432,Primary progressive aphasia,"['Multigenic/multifactorial', 'Not applicable']",Clinical group
